time_s,cpe_id,distance_m,irradiance_angle_rad,incidence_angle_rad,in_fov,lambertian_order,h_los,received_optical_power_w,signal_current_a,shot_variance_a2,thermal_variance_a2,snr,ber,per,packet_count,corrupted_packets
1.000084e+00,1,4.294836e+00,1.086399e+00,1.086399e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1,1
1.000084e+00,2,3.226425e+00,9.022051e-01,9.022051e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1,1
1.000084e+00,3,2.427156e+00,6.023444e-01,6.023444e-01,1,1.000000e+00,1.997868e-05,1.997868e-04,9.989339e-05,1.009308e-17,4.887497e-21,9.881881e+08,0.000000e+00,0.000000e+00,1,0
1.100436e+00,1,4.555967e+00,1.116328e+00,1.116328e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,246,246
1.100436e+00,2,3.410050e+00,9.440635e-01,9.440635e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,246,246
1.100436e+00,3,2.271249e+00,4.937269e-01,4.937269e-01,1,1.000000e+00,2.605545e-05,2.605545e-04,1.302773e-04,1.301390e-17,4.887497e-21,1.303668e+09,0.000000e+00,0.000000e+00,246,0
1.200788e+00,1,4.821754e+00,1.143088e+00,1.143088e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,491,491
1.200788e+00,2,3.609479e+00,9.835190e-01,9.835190e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,491,491
1.200788e+00,3,2.146468e+00,3.715572e-01,3.715572e-01,1,1.000000e+00,3.266328e-05,3.266328e-04,1.633164e-04,1.618997e-17,4.887497e-21,1.646958e+09,0.000000e+00,0.000000e+00,491,0
1.301140e+00,1,5.071161e+00,1.165396e+00,1.165396e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,736,736
1.301140e+00,2,3.775923e+00,1.012583e+00,1.012583e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,736,736
1.301140e+00,3,2.149698e+00,3.753946e-01,3.753946e-01,1,1.000000e+00,3.246739e-05,3.246739e-04,1.623370e-04,1.609582e-17,4.887497e-21,1.636779e+09,0.000000e+00,0.000000e+00,736,0
1.401492e+00,1,5.307232e+00,1.184409e+00,1.184409e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,981,981
1.401492e+00,2,3.915290e+00,1.034660e+00,1.034660e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,981,981
1.401492e+00,3,2.277219e+00,4.985766e-01,4.985766e-01,1,1.000000e+00,2.578328e-05,2.578328e-04,1.289164e-04,1.288308e-17,4.887497e-21,1.289532e+09,0.000000e+00,0.000000e+00,981,0
1.501844e+00,1,5.541830e+00,1.201573e+00,1.201573e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1226,1226
1.501844e+00,2,4.065137e+00,1.056424e+00,1.056424e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1226,1226
1.501844e+00,3,2.430229e+00,6.041811e-01,6.041811e-01,1,1.000000e+00,1.987781e-05,1.987781e-04,9.938905e-05,1.004459e-17,4.887497e-21,9.829544e+08,0.000000e+00,0.000000e+00,1226,0
1.602196e+00,1,5.370117e+00,1.189169e+00,1.189169e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1471,1471
1.602196e+00,2,3.852356e+00,1.024925e+00,1.024925e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1471,1471
1.602196e+00,3,2.333500e+00,5.412180e-01,5.412180e-01,1,1.000000e+00,2.338443e-05,2.338443e-04,1.169221e-04,1.173006e-17,4.887497e-21,1.164964e+09,0.000000e+00,0.000000e+00,1471,0
1.702548e+00,1,5.210154e+00,1.176817e+00,1.176817e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1716,1716
1.702548e+00,2,3.652015e+00,9.912519e-01,9.912519e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1716,1716
1.702548e+00,3,2.272816e+00,4.950068e-01,4.950068e-01,1,1.000000e+00,2.598365e-05,2.598365e-04,1.299183e-04,1.297939e-17,4.887497e-21,1.299938e+09,0.000000e+00,0.000000e+00,1716,0
1.802900e+00,1,5.250322e+00,1.179995e+00,1.179995e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1961,1961
1.802900e+00,2,3.542821e+00,9.709424e-01,9.709424e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1961,1961
1.802900e+00,3,2.325807e+00,5.356899e-01,5.356899e-01,1,1.000000e+00,2.369535e-05,2.369535e-04,1.184768e-04,1.187951e-17,4.887497e-21,1.181107e+09,0.000000e+00,0.000000e+00,1961,0
1.903252e+00,1,5.468068e+00,1.196347e+00,1.196347e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,2206,2206
1.903252e+00,2,3.525404e+00,9.675596e-01,9.675596e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,2206,2206
1.903252e+00,3,2.478114e+00,6.316312e-01,6.316312e-01,1,1.000000e+00,1.838538e-05,1.838538e-04,9.192691e-05,9.327255e-18,4.887497e-21,9.055323e+08,0.000000e+00,0.000000e+00,2206,0
2.003604e+00,1,5.686112e+00,1.211373e+00,1.211373e+00,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,2451,2451
2.003604e+00,2,3.526793e+00,9.678309e-01,9.678309e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,2451,2451
2.003604e+00,3,2.645501e+00,7.136152e-01,7.136152e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,2451,60
