time_s,cpe_id,distance_m,irradiance_angle_rad,incidence_angle_rad,in_fov,lambertian_order,h_los,received_optical_power_w,signal_current_a,shot_variance_a2,thermal_variance_a2,snr,ber,per,packet_count,corrupted_packets
1.000084e+00,1,2.182810e+00,4.121783e-01,4.121783e-01,1,1.000000e+00,1.429084e-05,1.429084e-04,7.145418e-05,7.359199e-18,4.887497e-21,6.933243e+08,0.000000e+00,0.000000e+00,1,0
1.000084e+00,2,2.011598e+00,1.074342e-01,1.074342e-01,1,1.000000e+00,1.981328e-05,1.981328e-04,9.906639e-05,1.001358e-17,4.887497e-21,9.796061e+08,0.000000e+00,0.000000e+00,1,0
1.000084e+00,3,2.193187e+00,4.228699e-01,4.228699e-01,1,1.000000e+00,1.402227e-05,1.402227e-04,7.011136e-05,7.230113e-18,4.887497e-21,6.794198e+08,0.000000e+00,0.000000e+00,1,0
1.101665e+00,1,2.168768e+00,3.971100e-01,3.971100e-01,1,1.000000e+00,1.466455e-05,1.466455e-04,7.332274e-05,7.538825e-18,4.887497e-21,7.126762e+08,0.000000e+00,0.000000e+00,63,0
1.101665e+00,2,2.012556e+00,1.117598e-01,1.117598e-01,1,1.000000e+00,1.977559e-05,1.977559e-04,9.887796e-05,9.995463e-18,4.887497e-21,9.776507e+08,0.000000e+00,0.000000e+00,63,0
1.101665e+00,3,2.172930e+00,4.016520e-01,4.016520e-01,1,1.000000e+00,1.455253e-05,1.455253e-04,7.276264e-05,7.484982e-18,4.887497e-21,7.068750e+08,0.000000e+00,0.000000e+00,63,0
1.203246e+00,1,2.155832e+00,3.825489e-01,3.825489e-01,1,1.000000e+00,1.501971e-05,1.501971e-04,7.509855e-05,7.709535e-18,4.887497e-21,7.310712e+08,0.000000e+00,0.000000e+00,125,0
1.203246e+00,2,2.014794e+00,1.212558e-01,1.212558e-01,1,1.000000e+00,1.968787e-05,1.968787e-04,9.843936e-05,9.953300e-18,4.887497e-21,9.730994e+08,0.000000e+00,0.000000e+00,125,0
1.203246e+00,3,2.153680e+00,3.800576e-01,3.800576e-01,1,1.000000e+00,1.507984e-05,1.507984e-04,7.539919e-05,7.738436e-18,4.887497e-21,7.341859e+08,0.000000e+00,0.000000e+00,125,0
1.304827e+00,1,2.140400e+00,3.642120e-01,3.642120e-01,1,1.000000e+00,1.545757e-05,1.545757e-04,7.728785e-05,7.919993e-18,4.887497e-21,7.537541e+08,0.000000e+00,0.000000e+00,187,0
1.304827e+00,2,2.014104e+00,1.184135e-01,1.184135e-01,1,1.000000e+00,1.971484e-05,1.971484e-04,9.857421e-05,9.966264e-18,4.887497e-21,9.744988e+08,0.000000e+00,0.000000e+00,187,0
1.304827e+00,3,2.136607e+00,3.595262e-01,3.595262e-01,1,1.000000e+00,1.556763e-05,1.556763e-04,7.783815e-05,7.972894e-18,4.887497e-21,7.594564e+08,0.000000e+00,0.000000e+00,187,0
1.406408e+00,1,2.122956e+00,3.420100e-01,3.420100e-01,1,1.000000e+00,1.597190e-05,1.597190e-04,7.985952e-05,8.167209e-18,4.887497e-21,7.804047e+08,0.000000e+00,0.000000e+00,249,0
1.406408e+00,2,2.011105e+00,1.051364e-01,1.051364e-01,1,1.000000e+00,1.983272e-05,1.983272e-04,9.916358e-05,1.002292e-17,4.887497e-21,9.806147e+08,0.000000e+00,0.000000e+00,249,0
1.406408e+00,3,2.121595e+00,3.402027e-01,3.402027e-01,1,1.000000e+00,1.601294e-05,1.601294e-04,8.006472e-05,8.186935e-18,4.887497e-21,7.825315e+08,0.000000e+00,0.000000e+00,249,0
1.507988e+00,1,2.106820e+00,3.198017e-01,3.198017e-01,1,1.000000e+00,1.646686e-05,1.646686e-04,8.233431e-05,8.405113e-18,4.887497e-21,8.060569e+08,0.000000e+00,0.000000e+00,311,0
1.507988e+00,2,2.009618e+00,9.787726e-02,9.787726e-02,1,1.000000e+00,1.989146e-05,1.989146e-04,9.945730e-05,1.005116e-17,4.887497e-21,9.836627e+08,0.000000e+00,0.000000e+00,311,0
1.507988e+00,3,2.109511e+00,3.236303e-01,3.236303e-01,1,1.000000e+00,1.638303e-05,1.638303e-04,8.191513e-05,8.364816e-18,4.887497e-21,8.017116e+08,0.000000e+00,0.000000e+00,311,0
1.609569e+00,1,2.094474e+00,3.014948e-01,3.014948e-01,1,1.000000e+00,1.685858e-05,1.685858e-04,8.429292e-05,8.593395e-18,4.887497e-21,8.263623e+08,0.000000e+00,0.000000e+00,373,0
