representation,attacker,target,seed,test_samples,unseen_test_labels,accuracy,balanced_accuracy,macro_f1
PCA3,LogisticRegression,dominant_cpe,42,570,0,0.156140350877193,0.25986593024809584,0.08437352595247331
PCA3,RandomForest,dominant_cpe,42,570,0,0.22631578947368422,0.22712793600653772,0.21329905001613994
PCA3,MLP,dominant_cpe,42,570,0,0.2596491228070175,0.226724592853778,0.2104010918346134
PCA3,GradientBoosting,dominant_cpe,42,570,0,0.23508771929824562,0.22310664999366603,0.2088418384397761
RandomProjection3,LogisticRegression,dominant_cpe,42,570,0,0.15087719298245614,0.2484580878410976,0.08704277672533069
RandomProjection3,RandomForest,dominant_cpe,42,570,0,0.19298245614035087,0.2562768477826236,0.1770955599424499
RandomProjection3,MLP,dominant_cpe,42,570,0,0.21403508771929824,0.2699105865988458,0.18685422067135551
RandomProjection3,GradientBoosting,dominant_cpe,42,570,0,0.22807017543859648,0.23257233857521858,0.22158347885643156
V3_sigma0,LogisticRegression,dominant_cpe,42,570,0,0.18596491228070175,0.2801326905770156,0.1417176036123089
V3_sigma0,RandomForest,dominant_cpe,42,570,0,0.23333333333333334,0.23719679657669157,0.22237190863266848
V3_sigma0,MLP,dominant_cpe,42,570,0,0.3017543859649123,0.27179583249272277,0.23892751045491634
V3_sigma0,GradientBoosting,dominant_cpe,42,570,0,0.256140350877193,0.25426547478261263,0.24397279844519942
V3_sigma001,LogisticRegression,dominant_cpe,42,570,0,0.23508771929824562,0.2602376745438314,0.2213675469252227
V3_sigma001,RandomForest,dominant_cpe,42,570,0,0.22456140350877193,0.21214198865907236,0.199510260955834
V3_sigma001,MLP,dominant_cpe,42,570,0,0.3,0.2547410438942848,0.22595179741605148
V3_sigma001,GradientBoosting,dominant_cpe,42,570,0,0.25263157894736843,0.2306131936560733,0.22908845890285656
V3_sigma010,LogisticRegression,dominant_cpe,42,570,0,0.17894736842105263,0.2764467517748156,0.13003318428112387
V3_sigma010,RandomForest,dominant_cpe,42,570,0,0.21754385964912282,0.21903450118520967,0.2090989889490838
V3_sigma010,MLP,dominant_cpe,42,570,0,0.2982456140350877,0.25641959506680284,0.24552999642309437
V3_sigma010,GradientBoosting,dominant_cpe,42,570,0,0.2614035087719298,0.24264920934514256,0.236323904781659
V3_8D_sigma005,LogisticRegression,dominant_cpe,42,570,0,0.1824561403508772,0.2725163716645568,0.14072821878151182
V3_8D_sigma005,RandomForest,dominant_cpe,42,570,0,0.20350877192982456,0.27883039782266517,0.1778839517969953
V3_8D_sigma005,MLP,dominant_cpe,42,570,0,0.2649122807017544,0.23840219353520214,0.12148033126293994
V3_8D_sigma005,GradientBoosting,dominant_cpe,42,570,0,0.23508771929824562,0.2664602344799341,0.22907487589292574
Majority,Baseline,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
StratifiedRandom,Baseline,dominant_rat,42,570,0,0.9736842105263158,0.4964221824686941,0.49333333333333335
RawPrivate,LogisticRegression,dominant_rat,42,570,0,0.980701754385965,0.9901610017889088,0.8283649503161699
RawPrivate,RandomForest,dominant_rat,42,570,0,0.9912280701754386,0.9509676370141487,0.6096163428001993
RawPrivate,MLP,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
RawPrivate,GradientBoosting,dominant_rat,42,570,0,0.9894736842105263,0.9500731826313222,0.8819223864107169
V1,LogisticRegression,dominant_rat,42,570,0,0.856140350877193,0.926654740608229,0.5661939411939412
V1,RandomForest,dominant_rat,42,570,0,0.9824561403508771,0.5900146365262644,0.6384166455214413
V1,MLP,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
V1,GradientBoosting,dominant_rat,42,570,0,0.9789473684210527,0.5436656366888925,0.5660999746257295
V2,LogisticRegression,dominant_rat,42,570,0,0.9859649122807017,0.9037241827939503,0.8425631818809556
V2,RandomForest,dominant_rat,42,570,0,0.9842105263157894,0.5909090909090909,0.6498532523377244
V2,MLP,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
V2,GradientBoosting,dominant_rat,42,570,0,0.9789473684210527,0.4991055456171735,0.4946808510638298
V3_sigma005,LogisticRegression,dominant_rat,42,570,0,0.39473684210526316,0.6914132379248659,0.3068162190552397
V3_sigma005,RandomForest,dominant_rat,42,570,0,0.9456140350877194,0.7049113677020654,0.6078474888479549
V3_sigma005,MLP,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma005,GradientBoosting,dominant_rat,42,570,0,0.9543859649122807,0.5311432753293218,0.5240236382322714
PCA3,LogisticRegression,dominant_rat,42,570,0,0.3140350877192982,0.6502683363148479,0.25772104006314717
PCA3,RandomForest,dominant_rat,42,570,0,0.9157894736842105,0.6897056431940153,0.5640257505258461
PCA3,MLP,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
PCA3,GradientBoosting,dominant_rat,42,570,0,0.9175438596491228,0.7797202797202798,0.5929746729667725
RandomProjection3,LogisticRegression,dominant_rat,42,570,0,0.9526315789473684,0.9758497316636852,0.712115827082437
RandomProjection3,RandomForest,dominant_rat,42,570,0,0.9912280701754386,0.7727272727272727,0.8507149965952543
RandomProjection3,MLP,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
RandomProjection3,GradientBoosting,dominant_rat,42,570,0,0.987719298245614,0.6818181818181819,0.7635555555555555
V3_sigma0,LogisticRegression,dominant_rat,42,570,0,0.36140350877192984,0.6744186046511628,0.19289796442560844
V3_sigma0,RandomForest,dominant_rat,42,570,0,0.9052631578947369,0.9071393722556513,0.6098068049287562
V3_sigma0,MLP,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma0,GradientBoosting,dominant_rat,42,570,0,0.9631578947368421,0.8029760936737681,0.6904977375565611
V3_sigma001,LogisticRegression,dominant_rat,42,570,0,0.519298245614035,0.7549194991055457,0.25023263866346385
V3_sigma001,RandomForest,dominant_rat,42,570,0,0.9719298245614035,0.6737680923727436,0.6594982078853047
V3_sigma001,MLP,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma001,GradientBoosting,dominant_rat,42,570,0,0.968421052631579,0.6719791836070905,0.6457671592321503
V3_sigma010,LogisticRegression,dominant_rat,42,570,0,0.6052631578947368,0.798747763864043,0.284434490481523
V3_sigma010,RandomForest,dominant_rat,42,570,0,0.9385964912280702,0.7458936412424784,0.40961586910113107
V3_sigma010,MLP,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma010,GradientBoosting,dominant_rat,42,570,0,0.968421052631579,0.6274190925353715,0.6169354838709677
V3_8D_sigma005,LogisticRegression,dominant_rat,42,570,0,0.5807017543859649,0.7862254025044723,0.4061956507525532
V3_8D_sigma005,RandomForest,dominant_rat,42,570,0,0.987719298245614,0.6818181818181819,0.7635555555555555
V3_8D_sigma005,MLP,dominant_rat,42,570,0,0.980701754385965,0.5,0.4951284322409212
V3_8D_sigma005,GradientBoosting,dominant_rat,42,570,0,0.9859649122807017,0.6363636363636364,0.710733316417153
Majority,Baseline,dominant_cpe,53,570,0,0.3280701754385965,0.25,0.12351387054161163
StratifiedRandom,Baseline,dominant_cpe,53,570,0,0.28421052631578947,0.26662952985478006,0.266370942873862
RawPrivate,LogisticRegression,dominant_cpe,53,570,0,0.16140350877192983,0.2627389876641661,0.09907871924270195
RawPrivate,RandomForest,dominant_cpe,53,570,0,0.23859649122807017,0.29802921306440067,0.22935099349509575
RawPrivate,MLP,dominant_cpe,53,570,0,0.2578947368421053,0.2889508945870022,0.23199517243675782
RawPrivate,GradientBoosting,dominant_cpe,53,570,0,0.2754385964912281,0.307306563303575,0.275721436677319
V1,LogisticRegression,dominant_cpe,53,570,0,0.1543859649122807,0.2570097771156784,0.08413500797748716
V1,RandomForest,dominant_cpe,53,570,0,0.23157894736842105,0.28063749889080436,0.2168314236138564
V1,MLP,dominant_cpe,53,570,0,0.28421052631578947,0.2514741845387771,0.23138379786848307
V1,GradientBoosting,dominant_cpe,53,570,0,0.25263157894736843,0.2733115043420334,0.248085635018933
V2,LogisticRegression,dominant_cpe,53,570,0,0.156140350877193,0.2434365764693445,0.10900237245173955
V2,RandomForest,dominant_cpe,53,570,0,0.18070175438596492,0.2580368741299463,0.1524104104544175
V2,MLP,dominant_cpe,53,570,0,0.22280701754385965,0.2562166252856327,0.1982849212579847
V2,GradientBoosting,dominant_cpe,53,570,0,0.2719298245614035,0.28959964974198,0.2709008123273301
V3_sigma005,LogisticRegression,dominant_cpe,53,570,0,0.16842105263157894,0.26580134622495144,0.11264218117045126
V3_sigma005,RandomForest,dominant_cpe,53,570,0,0.20701754385964913,0.2260759639679591,0.19991642369824153
V3_sigma005,MLP,dominant_cpe,53,570,0,0.24561403508771928,0.24993905145534517,0.23994773479007478
V3_sigma005,GradientBoosting,dominant_cpe,53,570,0,0.21578947368421053,0.211225866451866,0.2072712688363787
PCA3,LogisticRegression,dominant_cpe,53,570,0,0.156140350877193,0.25986593024809584,0.08437352595247331
PCA3,RandomForest,dominant_cpe,53,570,0,0.2596491228070175,0.2528407956459616,0.23590292923958803
PCA3,MLP,dominant_cpe,53,570,0,0.22456140350877193,0.23032771487135964,0.15609966540118675
PCA3,GradientBoosting,dominant_cpe,53,570,0,0.23508771929824562,0.22310664999366603,0.2088418384397761
RandomProjection3,LogisticRegression,dominant_cpe,53,570,0,0.15964912280701754,0.262184705515541,0.08963027732216614
RandomProjection3,RandomForest,dominant_cpe,53,570,0,0.22105263157894736,0.2152725799166188,0.21763261842732404
RandomProjection3,MLP,dominant_cpe,53,570,0,0.28771929824561404,0.2815084404145783,0.25041673235936357
RandomProjection3,GradientBoosting,dominant_cpe,53,570,0,0.22982456140350876,0.23101312754154169,0.22434191573152196
V3_sigma0,LogisticRegression,dominant_cpe,53,570,0,0.16842105263157894,0.26453754978043215,0.11467456329265374
V3_sigma0,RandomForest,dominant_cpe,53,570,0,0.21403508771929824,0.228258889404032,0.2100827828249383
V3_sigma0,MLP,dominant_cpe,53,570,0,0.27017543859649124,0.23920459458114013,0.15970778629308066
V3_sigma0,GradientBoosting,dominant_cpe,53,570,0,0.23508771929824562,0.2462561273293148,0.22548701990460512
V3_sigma001,LogisticRegression,dominant_cpe,53,570,0,0.16842105263157894,0.26438165472007846,0.11398680638927669
V3_sigma001,RandomForest,dominant_cpe,53,570,0,0.21578947368421053,0.23590127500598912,0.2113757212441423
V3_sigma001,MLP,dominant_cpe,53,570,0,0.2982456140350877,0.2689667877703648,0.24447101076620256
V3_sigma001,GradientBoosting,dominant_cpe,53,570,0,0.23859649122807017,0.25132100426534065,0.23676246196400375
V3_sigma010,LogisticRegression,dominant_cpe,53,570,0,0.1649122807017544,0.260885151223575,0.10744263285024155
V3_sigma010,RandomForest,dominant_cpe,53,570,0,0.18771929824561404,0.19899660370686473,0.18609648262451958
V3_sigma010,MLP,dominant_cpe,53,570,0,0.2824561403508772,0.2503506968053051,0.18771513187398153
V3_sigma010,GradientBoosting,dominant_cpe,53,570,0,0.22631578947368422,0.2190782613406041,0.21788480074695007
V3_8D_sigma005,LogisticRegression,dominant_cpe,53,570,0,0.19298245614035087,0.2897659541161236,0.14980983256845326
V3_8D_sigma005,RandomForest,dominant_cpe,53,570,0,0.17543859649122806,0.24280476505713156,0.1483115099376318
V3_8D_sigma005,MLP,dominant_cpe,53,570,0,0.32456140350877194,0.261787762630775,0.1969200201895767
V3_8D_sigma005,GradientBoosting,dominant_cpe,53,570,0,0.23508771929824562,0.2545849673220152,0.23465859910778653
Majority,Baseline,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
StratifiedRandom,Baseline,dominant_rat,53,570,0,0.9614035087719298,0.5347210928606277,0.35574775336346165
RawPrivate,LogisticRegression,dominant_rat,53,570,0,0.980701754385965,0.9901610017889088,0.8283649503161699
RawPrivate,RandomForest,dominant_rat,53,570,0,0.9912280701754386,0.9509676370141487,0.6096163428001993
RawPrivate,MLP,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
RawPrivate,GradientBoosting,dominant_rat,53,570,0,0.9894736842105263,0.9500731826313222,0.8819223864107169
V1,LogisticRegression,dominant_rat,53,570,0,0.856140350877193,0.926654740608229,0.5661939411939412
V1,RandomForest,dominant_rat,53,570,0,0.9771929824561404,0.49821109123434704,0.3294883170659568
V1,MLP,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
V1,GradientBoosting,dominant_rat,53,570,0,0.9789473684210527,0.5436656366888925,0.5660999746257295
V2,LogisticRegression,dominant_rat,53,570,0,0.887719298245614,0.8981948284273866,0.39345259827187534
V2,RandomForest,dominant_rat,53,570,0,0.9736842105263158,0.719222637827289,0.6932735426008969
V2,MLP,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
V2,GradientBoosting,dominant_rat,53,570,0,0.9736842105263158,0.719222637827289,0.6932735426008969
V3_sigma005,LogisticRegression,dominant_rat,53,570,0,0.7035087719298245,0.8488372093023255,0.3161181966094578
V3_sigma005,RandomForest,dominant_rat,53,570,0,0.980701754385965,0.633680273215157,0.6715729925095595
V3_sigma005,MLP,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma005,GradientBoosting,dominant_rat,53,570,0,0.9754385964912281,0.5864368189949586,0.6048722519310754
PCA3,LogisticRegression,dominant_rat,53,570,0,0.3140350877192982,0.6502683363148479,0.25772104006314717
PCA3,RandomForest,dominant_rat,53,570,0,0.9192982456140351,0.6914945519596682,0.5680680021085925
PCA3,MLP,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
PCA3,GradientBoosting,dominant_rat,53,570,0,0.9175438596491228,0.7797202797202798,0.5929746729667725
RandomProjection3,LogisticRegression,dominant_rat,53,570,0,0.9789473684210527,0.9892665474060822,0.5588833634719711
RandomProjection3,RandomForest,dominant_rat,53,570,0,0.9824561403508771,0.7236949097414214,0.7455357142857143
RandomProjection3,MLP,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
RandomProjection3,GradientBoosting,dominant_rat,53,570,0,0.9842105263157894,0.8582696373394048,0.8159641255605381
V3_sigma0,LogisticRegression,dominant_rat,53,570,0,0.6807017543859649,0.8372093023255813,0.30815815815815817
V3_sigma0,RandomForest,dominant_rat,53,570,0,0.9842105263157894,0.7245893641242478,0.7591436217662801
V3_sigma0,MLP,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma0,GradientBoosting,dominant_rat,53,570,0,0.980701754385965,0.589120182143438,0.6284444444444445
V3_sigma001,LogisticRegression,dominant_rat,53,570,0,0.6578947368421053,0.8255813953488372,0.30013584042325014
V3_sigma001,RandomForest,dominant_rat,53,570,0,0.9842105263157894,0.6800292730525288,0.7312869938714577
V3_sigma001,MLP,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma001,GradientBoosting,dominant_rat,53,570,0,0.980701754385965,0.544560091071719,0.5720428639683298
V3_sigma010,LogisticRegression,dominant_rat,53,570,0,0.6754385964912281,0.834525939177102,0.30603900486001234
V3_sigma010,RandomForest,dominant_rat,53,570,0,0.9824561403508771,0.6791348186697024,0.7177658942364824
V3_sigma010,MLP,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma010,GradientBoosting,dominant_rat,53,570,0,0.9859649122807017,0.6363636363636364,0.710733316417153
V3_8D_sigma005,LogisticRegression,dominant_rat,53,570,0,0.956140350877193,0.9776386404293381,0.7226061396507757
V3_8D_sigma005,RandomForest,dominant_rat,53,570,0,0.9824561403508771,0.8573751829565783,0.8032039773511945
V3_8D_sigma005,MLP,dominant_rat,53,570,0,0.980701754385965,0.5,0.4951284322409212
V3_8D_sigma005,GradientBoosting,dominant_rat,53,570,0,0.9824561403508771,0.8573751829565783,0.8032039773511945
Majority,Baseline,dominant_cpe,71,570,0,0.3280701754385965,0.25,0.12351387054161163
StratifiedRandom,Baseline,dominant_cpe,71,570,0,0.24561403508771928,0.2308884288552681,0.23021179942644018
RawPrivate,LogisticRegression,dominant_cpe,71,570,0,0.16140350877192983,0.2627389876641661,0.09907871924270195
RawPrivate,RandomForest,dominant_cpe,71,570,0,0.23157894736842105,0.2931524456079025,0.22140817898052018
RawPrivate,MLP,dominant_cpe,71,570,0,0.2807017543859649,0.24783646477164648,0.16740736189617977
RawPrivate,GradientBoosting,dominant_cpe,71,570,0,0.2754385964912281,0.307306563303575,0.275721436677319
V1,LogisticRegression,dominant_cpe,71,570,0,0.1543859649122807,0.2570097771156784,0.08413500797748716
V1,RandomForest,dominant_cpe,71,570,0,0.24210526315789474,0.28955142281508817,0.22674850226265872
V1,MLP,dominant_cpe,71,570,0,0.22982456140350876,0.2227871337787962,0.16614291864352745
V1,GradientBoosting,dominant_cpe,71,570,0,0.25263157894736843,0.2733115043420334,0.248085635018933
V2,LogisticRegression,dominant_cpe,71,570,0,0.18421052631578946,0.2861064765945435,0.13074355060803428
V2,RandomForest,dominant_cpe,71,570,0,0.1649122807017544,0.23064010477057195,0.13912397857936776
V2,MLP,dominant_cpe,71,570,0,0.2614035087719298,0.23104460012940695,0.18865640193812128
V2,GradientBoosting,dominant_cpe,71,570,0,0.25263157894736843,0.24211352033017114,0.2405999472697486
V3_sigma005,LogisticRegression,dominant_cpe,71,570,0,0.19473684210526315,0.2925260795531688,0.14213097733271232
V3_sigma005,RandomForest,dominant_cpe,71,570,0,0.18771929824561404,0.27138895380351274,0.15482800871009522
V3_sigma005,MLP,dominant_cpe,71,570,0,0.29473684210526313,0.2563680930336011,0.20602230664328852
V3_sigma005,GradientBoosting,dominant_cpe,71,570,0,0.2754385964912281,0.3010709029422324,0.27331184690130045
PCA3,LogisticRegression,dominant_cpe,71,570,0,0.156140350877193,0.25986593024809584,0.08437352595247331
PCA3,RandomForest,dominant_cpe,71,570,0,0.21578947368421053,0.21782964876244704,0.21129056469280277
PCA3,MLP,dominant_cpe,71,570,0,0.18070175438596492,0.20515615533265752,0.15915677001008863
PCA3,GradientBoosting,dominant_cpe,71,570,0,0.23508771929824562,0.22310664999366603,0.2088418384397761
RandomProjection3,LogisticRegression,dominant_cpe,71,570,0,0.1824561403508772,0.28451411990664544,0.1286735254629407
RandomProjection3,RandomForest,dominant_cpe,71,570,0,0.2596491228070175,0.3024360856295564,0.24832530478698034
RandomProjection3,MLP,dominant_cpe,71,570,0,0.2771929824561403,0.24486593545669866,0.21379047655680453
RandomProjection3,GradientBoosting,dominant_cpe,71,570,0,0.24736842105263157,0.23809026136169104,0.2117492411856201
V3_sigma0,LogisticRegression,dominant_cpe,71,570,0,0.18947368421052632,0.28774900948947457,0.13605296263192745
V3_sigma0,RandomForest,dominant_cpe,71,570,0,0.18947368421052632,0.22995589954922224,0.1700513855712928
V3_sigma0,MLP,dominant_cpe,71,570,0,0.28421052631578947,0.26265667595618347,0.209850619868941
V3_sigma0,GradientBoosting,dominant_cpe,71,570,0,0.26842105263157895,0.28534398449465237,0.2649980363733577
V3_sigma001,LogisticRegression,dominant_cpe,71,570,0,0.18070175438596492,0.27963133098963044,0.12446687949287774
V3_sigma001,RandomForest,dominant_cpe,71,570,0,0.2,0.24361636007620469,0.18991802177155354
V3_sigma001,MLP,dominant_cpe,71,570,0,0.2631578947368421,0.25772946397068963,0.2025347806147963
V3_sigma001,GradientBoosting,dominant_cpe,71,570,0,0.2771929824561403,0.288300095450014,0.27288534344520693
V3_sigma010,LogisticRegression,dominant_cpe,71,570,0,0.1824561403508772,0.2813795827378822,0.1275206982393527
V3_sigma010,RandomForest,dominant_cpe,71,570,0,0.20701754385964913,0.2635027898065812,0.19443235771263911
V3_sigma010,MLP,dominant_cpe,71,570,0,0.2789473684210526,0.24924839861506723,0.1952052577052577
V3_sigma010,GradientBoosting,dominant_cpe,71,570,0,0.2789473684210526,0.3009188117402917,0.2731568906369781
V3_8D_sigma005,LogisticRegression,dominant_cpe,71,570,0,0.1824561403508772,0.23806544158013732,0.1404845154845155
V3_8D_sigma005,RandomForest,dominant_cpe,71,570,0,0.21578947368421053,0.27962416521486066,0.18897285351688475
V3_8D_sigma005,MLP,dominant_cpe,71,570,0,0.22631578947368422,0.23231100087532938,0.19305942425208478
V3_8D_sigma005,GradientBoosting,dominant_cpe,71,570,0,0.2824561403508772,0.30928408038534566,0.28186048721213763
Majority,Baseline,dominant_rat,71,570,0,0.980701754385965,0.5,0.4951284322409212
StratifiedRandom,Baseline,dominant_rat,71,570,0,0.9631578947368421,0.49105545617173524,0.4906166219839142
RawPrivate,LogisticRegression,dominant_rat,71,570,0,0.980701754385965,0.9901610017889088,0.8283649503161699
RawPrivate,RandomForest,dominant_rat,71,570,0,0.9912280701754386,0.9509676370141487,0.6096163428001993
RawPrivate,MLP,dominant_rat,71,570,0,0.9824561403508771,0.5454545454545454,0.5789007092198581
RawPrivate,GradientBoosting,dominant_rat,71,570,0,0.9894736842105263,0.9500731826313222,0.8819223864107169
V1,LogisticRegression,dominant_rat,71,570,0,0.856140350877193,0.926654740608229,0.5661939411939412
V1,RandomForest,dominant_rat,71,570,0,0.9789473684210527,0.5436656366888925,0.3810629867468234
V1,MLP,dominant_rat,71,570,0,0.9456140350877194,0.5712310944869085,0.3643859408565291
V1,GradientBoosting,dominant_rat,71,570,0,0.9789473684210527,0.5436656366888925,0.5660999746257295
V2,LogisticRegression,dominant_rat,71,570,0,0.9701754385964912,0.895674093348512,0.7494505494505495
V2,RandomForest,dominant_rat,71,570,0,0.9842105263157894,0.7691494551959668,0.7816928379931061
V2,MLP,dominant_rat,71,570,0,0.9105263157894737,0.46422182468694095,0.31772268135904497
V2,GradientBoosting,dominant_rat,71,570,0,0.9894736842105263,0.7718328183444463,0.8306595365418894
V3_sigma005,LogisticRegression,dominant_rat,71,570,0,0.7824561403508772,0.8890876565295169,0.35235656362416923
V3_sigma005,RandomForest,dominant_rat,71,570,0,0.9771929824561404,0.7655716376646609,0.7341704035874439
V3_sigma005,MLP,dominant_rat,71,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma005,GradientBoosting,dominant_rat,71,570,0,0.9859649122807017,0.7254838185070743,0.774212715389186
PCA3,LogisticRegression,dominant_rat,71,570,0,0.3140350877192982,0.6502683363148479,0.25772104006314717
PCA3,RandomForest,dominant_rat,71,570,0,0.9228070175438596,0.6932834607253212,0.5723347657049315
PCA3,MLP,dominant_rat,71,570,0,0.980701754385965,0.5,0.4951284322409212
PCA3,GradientBoosting,dominant_rat,71,570,0,0.9175438596491228,0.7797202797202798,0.5929746729667725
RandomProjection3,LogisticRegression,dominant_rat,71,570,0,0.9771929824561404,0.9883720930232558,0.8084033613445378
RandomProjection3,RandomForest,dominant_rat,71,570,0,0.9929824561403509,0.9073020003252561,0.9073020003252561
RandomProjection3,MLP,dominant_rat,71,570,0,0.980701754385965,0.5,0.4951284322409212
RandomProjection3,GradientBoosting,dominant_rat,71,570,0,0.9842105263157894,0.6354691819808098,0.696
V3_sigma0,LogisticRegression,dominant_rat,71,570,0,0.775438596491228,0.8855098389982111,0.3508417508417508
V3_sigma0,RandomForest,dominant_rat,71,570,0,0.9894736842105263,0.7272727272727273,0.8098309608540926
V3_sigma0,MLP,dominant_rat,71,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma0,GradientBoosting,dominant_rat,71,570,0,0.9859649122807017,0.7254838185070743,0.774212715389186
V3_sigma001,LogisticRegression,dominant_rat,71,570,0,0.7298245614035088,0.8622540250447227,0.33522083216339604
V3_sigma001,RandomForest,dominant_rat,71,570,0,0.980701754385965,0.7228004553585949,0.7331801353249074
V3_sigma001,MLP,dominant_rat,71,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma001,GradientBoosting,dominant_rat,71,570,0,0.9824561403508771,0.6791348186697024,0.7177658942364824
V3_sigma010,LogisticRegression,dominant_rat,71,570,0,0.7192982456140351,0.8568872987477638,0.3259074094421858
V3_sigma010,RandomForest,dominant_rat,71,570,0,0.9859649122807017,0.7254838185070743,0.774212715389186
V3_sigma010,MLP,dominant_rat,71,570,0,0.980701754385965,0.5,0.4951284322409212
V3_sigma010,GradientBoosting,dominant_rat,71,570,0,0.9859649122807017,0.7254838185070743,0.774212715389186
V3_8D_sigma005,LogisticRegression,dominant_rat,71,570,0,0.8736842105263158,0.8910391933647748,0.38450664404862883
V3_8D_sigma005,RandomForest,dominant_rat,71,570,0,0.980701754385965,0.678240364286876,0.7056199821587867
V3_8D_sigma005,MLP,dominant_rat,71,570,0,0.980701754385965,0.5,0.4951284322409212
V3_8D_sigma005,GradientBoosting,dominant_rat,71,570,0,0.9771929824561404,0.631891364449504,0.6520963425512936
Majority,Baseline,dominant_cpe,97,570,0,0.3280701754385965,0.25,0.12351387054161163
StratifiedRandom,Baseline,dominant_cpe,97,570,0,0.27017543859649124,0.258037087209152,0.2576258003371082
RawPrivate,LogisticRegression,dominant_cpe,97,570,0,0.16140350877192983,0.2627389876641661,0.09907871924270195
RawPrivate,RandomForest,dominant_cpe,97,570,0,0.24736842105263157,0.30831946292928475,0.23846612215255805
RawPrivate,MLP,dominant_cpe,97,570,0,0.32280701754385965,0.2462447631050104,0.12625654035198985
RawPrivate,GradientBoosting,dominant_cpe,97,570,0,0.2754385964912281,0.307306563303575,0.275721436677319
V1,LogisticRegression,dominant_cpe,97,570,0,0.1543859649122807,0.2570097771156784,0.08413500797748716
V1,RandomForest,dominant_cpe,97,570,0,0.22807017543859648,0.27681256931190346,0.20945575892706483
V1,MLP,dominant_cpe,97,570,0,0.21403508771929824,0.2601133309895673,0.19550354390270613
V1,GradientBoosting,dominant_cpe,97,570,0,0.25263157894736843,0.2733115043420334,0.248085635018933
V2,LogisticRegression,dominant_cpe,97,570,0,0.1649122807017544,0.2520219401502496,0.12049847899132576
V2,RandomForest,dominant_cpe,97,570,0,0.18421052631578946,0.23452282616515419,0.16701718967123705
V2,MLP,dominant_cpe,97,570,0,0.3192982456140351,0.25119069449331677,0.16167837633107862
V2,GradientBoosting,dominant_cpe,97,570,0,0.22631578947368422,0.22848580297446575,0.21531722856295188
V3_sigma005,LogisticRegression,dominant_cpe,97,570,0,0.18070175438596492,0.27772731834200637,0.13189335814865155
V3_sigma005,RandomForest,dominant_cpe,97,570,0,0.23333333333333334,0.2892485267782635,0.2248875899288778
V3_sigma005,MLP,dominant_cpe,97,570,0,0.24385964912280703,0.24434135812771376,0.21474631374900313
V3_sigma005,GradientBoosting,dominant_cpe,97,570,0,0.2596491228070175,0.2620642841970265,0.2481172188844078
PCA3,LogisticRegression,dominant_cpe,97,570,0,0.156140350877193,0.25986593024809584,0.08437352595247331
PCA3,RandomForest,dominant_cpe,97,570,0,0.23684210526315788,0.24038739725202324,0.23143193037258178
PCA3,MLP,dominant_cpe,97,570,0,0.18771929824561404,0.2522297397267491,0.15621062732010718
PCA3,GradientBoosting,dominant_cpe,97,570,0,0.23508771929824562,0.22310664999366603,0.2088418384397761
RandomProjection3,LogisticRegression,dominant_cpe,97,570,0,0.17192982456140352,0.2625111823177973,0.12662763695372392
RandomProjection3,RandomForest,dominant_cpe,97,570,0,0.20175438596491227,0.2676421216994149,0.18319202608408974
RandomProjection3,MLP,dominant_cpe,97,570,0,0.2912280701754386,0.2647920610539163,0.2291947295289459
RandomProjection3,GradientBoosting,dominant_cpe,97,570,0,0.19298245614035087,0.21037824526338345,0.1926871934544569
V3_sigma0,LogisticRegression,dominant_cpe,97,570,0,0.18771929824561404,0.28283294864907943,0.14234128163139337
V3_sigma0,RandomForest,dominant_cpe,97,570,0,0.25087719298245614,0.29050395789100325,0.24757484731148457
V3_sigma0,MLP,dominant_cpe,97,570,0,0.24912280701754386,0.23327609973255875,0.20228473392443175
V3_sigma0,GradientBoosting,dominant_cpe,97,570,0,0.2578947368421053,0.2521691463141038,0.2433004988011661
