time_s,cpe_id,distance_m,irradiance_angle_rad,incidence_angle_rad,in_fov,lambertian_order,h_los,received_optical_power_w,signal_current_a,shot_variance_a2,thermal_variance_a2,snr,ber,per,packet_count,corrupted_packets
1.000084e+00,1,2.338612e+00,5.448439e-01,5.448439e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1,1
1.000084e+00,2,2.013213e+00,1.146335e-01,1.146335e-01,1,1.000000e+00,6.975793e-05,6.975793e-04,3.487896e-04,3.401962e-17,4.887497e-21,3.575488e+09,0.000000e+00,0.000000e+00,1,0
1.000084e+00,3,2.342561e+00,5.476193e-01,5.476193e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,1,1
1.101665e+00,1,2.334324e+00,5.418051e-01,5.418051e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,63,63
1.101665e+00,2,2.015227e+00,1.230084e-01,1.230084e-01,1,1.000000e+00,6.947950e-05,6.947950e-04,3.473975e-04,3.388580e-17,4.887497e-21,3.561009e+09,0.000000e+00,0.000000e+00,63,0
1.101665e+00,3,2.349526e+00,5.524613e-01,5.524613e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,63,63
1.203246e+00,1,2.331134e+00,5.395278e-01,5.395278e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,125,125
1.203246e+00,2,2.018517e+00,1.355566e-01,1.355566e-01,1,1.000000e+00,6.902758e-05,6.902758e-04,3.451379e-04,3.366858e-17,4.887497e-21,3.537509e+09,0.000000e+00,0.000000e+00,125,0
1.203246e+00,3,2.357565e+00,5.579678e-01,5.579678e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,125,125
1.304827e+00,1,2.335466e+00,5.426170e-01,5.426170e-01,0,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.902661e-19,4.887497e-21,0.000000e+00,5.000000e-01,1.000000e+00,187,187
