source,destination,transmitter_type,channel_pattern,launch_power_dbm,16QAM,QPSK,qpsk_minus_16qam_gsnr_db
bristol,bradley stoke,voyager,11011001,-4.5,22.958,22.448,-0.509999999999998
bristol,bradley stoke,voyager,11011010,-5.5,24.45,23.956,-0.4939999999999998
bristol,bradley stoke,voyager,11011010,-5.0,23.666,23.148,-0.5180000000000007
bristol,bradley stoke,voyager,11011010,-4.5,22.838,22.3,-0.5380000000000003
bristol,bradley stoke,voyager,11011011,-5.5,24.177,23.628,-0.5489999999999995
bristol,bradley stoke,voyager,11011011,-5.0,23.38,22.807,-0.5730000000000004
bristol,bradley stoke,voyager,11011011,-4.5,22.538,21.945,-0.593
bristol,bradley stoke,voyager,11011100,-5.5,24.198,23.648,-0.5500000000000007
bristol,bradley stoke,voyager,11011100,-5.0,23.4,22.828,-0.5719999999999992
bristol,bradley stoke,voyager,11011100,-4.5,22.562,21.97,-0.5920000000000023
bristol,bradley stoke,voyager,11011101,-5.5,24.125,23.573,-0.5519999999999996
bristol,bradley stoke,voyager,11011101,-5.0,23.328,22.748,-0.5799999999999983
bristol,bradley stoke,voyager,11011101,-4.5,22.485,21.887,-0.597999999999999
bristol,bradley stoke,voyager,11011110,-5.5,23.915,23.318,-0.5969999999999978
bristol,bradley stoke,voyager,11011110,-5.0,23.107,22.482,-0.625
bristol,bradley stoke,voyager,11011110,-4.5,22.253,21.613,-0.6400000000000006
bristol,bradley stoke,voyager,11011111,-5.5,23.683,23.05,-0.6329999999999991
bristol,bradley stoke,voyager,11011111,-5.0,22.864,22.207,-0.657
bristol,bradley stoke,voyager,11011111,-4.5,22.004,21.329,-0.6750000000000007
bristol,bradley stoke,voyager,11100000,-5.5,24.597,24.117,-0.4800000000000004
bristol,bradley stoke,voyager,11100000,-5.0,23.82,23.317,-0.5030000000000001
bristol,bradley stoke,voyager,11100000,-4.5,22.997,22.473,-0.5240000000000009
bristol,bradley stoke,voyager,11100001,-5.5,24.767,24.343,-0.4239999999999995
bristol,bradley stoke,voyager,11100001,-5.0,24.01,23.558,-0.45200000000000173
bristol,bradley stoke,voyager,11100001,-4.5,23.19,22.73,-0.46000000000000085
bristol,bradley stoke,voyager,11100010,-5.5,24.72,24.28,-0.4399999999999977
bristol,bradley stoke,voyager,11100010,-5.0,23.95,23.492,-0.4579999999999984
bristol,bradley stoke,voyager,11100010,-4.5,23.135,22.657,-0.47800000000000153
bristol,bradley stoke,voyager,11100011,-5.5,24.436,23.934,-0.5019999999999989
bristol,bradley stoke,voyager,11100011,-5.0,23.654,23.124,-0.5300000000000011
bristol,bradley stoke,voyager,11100011,-4.5,22.822,22.276,-0.5459999999999994
bristol,bradley stoke,voyager,11100100,-5.5,24.64,24.185,-0.45500000000000185
bristol,bradley stoke,voyager,11100100,-5.0,23.87,23.39,-0.4800000000000004
bristol,bradley stoke,voyager,11100100,-4.5,23.047,22.55,-0.4969999999999999
bristol,bradley stoke,voyager,11100101,-5.5,24.57,24.104,-0.4660000000000011
bristol,bradley stoke,voyager,11100101,-5.0,23.796,23.306,-0.48999999999999844
bristol,bradley stoke,voyager,11100101,-4.5,22.972,22.464,-0.5080000000000027
bristol,bradley stoke,voyager,11100110,-5.5,24.348,23.826,-0.5219999999999985
bristol,bradley stoke,voyager,11100110,-5.0,23.558,23.012,-0.5459999999999994
bristol,bradley stoke,voyager,11100110,-4.5,22.726,22.16,-0.565999999999999
bristol,bradley stoke,voyager,11100111,-5.5,24.07,23.497,-0.5730000000000004
bristol,bradley stoke,voyager,11100111,-5.0,23.268,22.673,-0.5950000000000024
bristol,bradley stoke,voyager,11100111,-4.5,22.423,21.805,-0.6179999999999986
bristol,bradley stoke,voyager,11101000,-5.5,24.502,24.017,-0.48499999999999943
bristol,bradley stoke,voyager,11101000,-5.0,23.725,23.215,-0.5100000000000016
bristol,bradley stoke,voyager,11101000,-4.5,22.898,22.37,-0.5279999999999987
bristol,bradley stoke,voyager,11101001,-5.5,24.532,24.062,-0.46999999999999886
bristol,bradley stoke,voyager,11101001,-5.0,23.758,23.262,-0.49599999999999866
bristol,bradley stoke,voyager,11101001,-4.5,22.93,22.416,-0.5139999999999993
bristol,bradley stoke,voyager,11101010,-5.5,24.434,23.936,-0.4980000000000011
bristol,bradley stoke,voyager,11101010,-5.0,23.652,23.13,-0.522000000000002
bristol,bradley stoke,voyager,11101010,-4.5,22.818,22.282,-0.5360000000000014
bristol,bradley stoke,voyager,11101011,-5.5,24.172,23.622,-0.5500000000000007
bristol,bradley stoke,voyager,11101011,-5.0,23.375,22.8,-0.5749999999999993
bristol,bradley stoke,voyager,11101011,-4.5,22.535,21.94,-0.5949999999999989
bristol,bradley stoke,voyager,11101100,-5.5,24.198,23.65,-0.5480000000000018
bristol,bradley stoke,voyager,11101100,-5.0,23.404,22.828,-0.5760000000000005
bristol,bradley stoke,voyager,11101100,-4.5,22.562,21.97,-0.5920000000000023
bristol,bradley stoke,voyager,11101101,-5.5,24.137,23.583,-0.554000000000002
bristol,bradley stoke,voyager,11101101,-5.0,23.34,22.763,-0.5769999999999982
bristol,bradley stoke,voyager,11101101,-4.5,22.498,21.9,-0.5980000000000025
bristol,bradley stoke,voyager,11101110,-5.5,23.93,23.332,-0.597999999999999
bristol,bradley stoke,voyager,11101110,-5.0,23.123,22.502,-0.6210000000000022
bristol,bradley stoke,voyager,11101110,-4.5,22.27,21.628,-0.6419999999999995
bristol,bradley stoke,voyager,11101111,-5.5,23.7,23.069,-0.6310000000000002
bristol,bradley stoke,voyager,11101111,-5.0,22.886,22.229,-0.657
bristol,bradley stoke,voyager,11101111,-4.5,22.027,21.35,-0.6769999999999996
bristol,bradley stoke,voyager,11110000,-5.5,24.185,23.625,-0.5599999999999987
bristol,bradley stoke,voyager,11110000,-5.0,23.39,22.807,-0.583000000000002
bristol,bradley stoke,voyager,11110000,-4.5,22.547,21.948,-0.5990000000000002
bristol,bradley stoke,voyager,11110001,-5.5,24.32,23.806,-0.5139999999999993
bristol,bradley stoke,voyager,11110001,-5.0,23.532,22.996,-0.5360000000000014
bristol,bradley stoke,voyager,11110001,-4.5,22.7,22.142,-0.5579999999999998
bristol,bradley stoke,voyager,11110010,-5.5,24.252,23.724,-0.5279999999999987
bristol,bradley stoke,voyager,11110010,-5.0,23.462,22.906,-0.5560000000000009
bristol,bradley stoke,voyager,11110010,-4.5,22.626,22.05,-0.5760000000000005
bristol,bradley stoke,voyager,11110011,-5.5,24.048,23.473,-0.5749999999999993
bristol,bradley stoke,voyager,11110011,-5.0,23.243,22.645,-0.597999999999999
bristol,bradley stoke,voyager,11110011,-4.5,22.397,21.782,-0.6149999999999984
bristol,bradley stoke,voyager,11110100,-5.5,24.142,23.584,-0.5579999999999998
bristol,bradley stoke,voyager,11110100,-5.0,23.342,22.764,-0.5779999999999994
bristol,bradley stoke,voyager,11110100,-4.5,22.5,21.902,-0.597999999999999
bristol,bradley stoke,voyager,11110101,-5.5,24.107,23.555,-0.5519999999999996
bristol,bradley stoke,voyager,11110101,-5.0,23.31,22.732,-0.5779999999999994
bristol,bradley stoke,voyager,11110101,-4.5,22.468,21.872,-0.5960000000000001
bristol,bradley stoke,voyager,11110110,-5.5,23.917,23.317,-0.6000000000000014
bristol,bradley stoke,voyager,11110110,-5.0,23.108,22.485,-0.6230000000000011
bristol,bradley stoke,voyager,11110110,-4.5,22.255,21.613,-0.6419999999999995
bristol,bradley stoke,voyager,11110111,-5.5,23.704,23.073,-0.6310000000000002
bristol,bradley stoke,voyager,11110111,-5.0,22.884,22.229,-0.6550000000000011
bristol,bradley stoke,voyager,11110111,-4.5,22.026,21.35,-0.6759999999999984
bristol,bradley stoke,voyager,11111000,-5.5,23.882,23.274,-0.6080000000000005
bristol,bradley stoke,voyager,11111000,-5.0,23.07,22.44,-0.629999999999999
bristol,bradley stoke,voyager,11111000,-4.5,22.22,21.566,-0.6539999999999999
bristol,bradley stoke,voyager,11111001,-5.5,23.957,23.372,-0.5850000000000009
bristol,bradley stoke,voyager,11111001,-5.0,23.152,22.543,-0.6090000000000018
bristol,bradley stoke,voyager,11111001,-4.5,22.303,21.677,-0.6260000000000012
bristol,bradley stoke,voyager,11111010,-5.5,23.858,23.257,-0.6009999999999991
bristol,bradley stoke,voyager,11111010,-5.0,23.05,22.422,-0.6280000000000001
bristol,bradley stoke,voyager,11111010,-4.5,22.193,21.548,-0.6450000000000031
bristol,bradley stoke,voyager,11111011,-5.5,23.684,23.05,-0.6340000000000003
bristol,bradley stoke,voyager,11111011,-5.0,22.864,22.209,-0.6550000000000011
bristol,bradley stoke,voyager,11111011,-4.5,22.009,21.33,-0.679000000000002
bristol,bradley stoke,voyager,11111100,-5.5,23.645,22.998,-0.6469999999999985
bristol,bradley stoke,voyager,11111100,-5.0,22.823,22.155,-0.6679999999999993
bristol,bradley stoke,voyager,11111100,-4.5,21.963,21.273,-0.6900000000000013
bristol,bradley stoke,voyager,11111101,-5.5,23.631,22.994,-0.6370000000000005
bristol,bradley stoke,voyager,11111101,-5.0,22.813,22.151,-0.661999999999999
bristol,bradley stoke,voyager,11111101,-4.5,21.951,21.27,-0.6810000000000009
bristol,bradley stoke,voyager,11111110,-5.5,23.45,22.777,-0.6729999999999983
bristol,bradley stoke,voyager,11111110,-5.0,22.621,21.923,-0.6980000000000004
bristol,bradley stoke,voyager,11111110,-4.5,21.756,21.039,-0.7169999999999987
bristol,bradley stoke,voyager,11111111,-5.5,23.286,22.591,-0.6950000000000003
bristol,bradley stoke,voyager,11111111,-5.0,22.451,21.733,-0.718
bristol,bradley stoke,voyager,11111111,-4.5,21.579,20.839,-0.740000000000002
bristol,froxfield,voyager,00000001,-5.5,10.18,10.19,0.009999999999999787
bristol,froxfield,voyager,00000001,-5.0,10.16,10.17,0.009999999999999787
bristol,froxfield,voyager,00000001,-4.5,10.14,10.15,0.009999999999999787
bristol,froxfield,voyager,00000010,-5.5,10.19,10.19,0.0
bristol,froxfield,voyager,00000010,-5.0,10.17,10.18,0.009999999999999787
bristol,froxfield,voyager,00000010,-4.5,10.15,10.16,0.009999999999999787
bristol,froxfield,voyager,00000011,-5.5,8.62,8.185,-0.4349999999999987
bristol,froxfield,voyager,00000011,-5.0,8.605,8.17,-0.4350000000000005
bristol,froxfield,voyager,00000011,-4.5,8.58,8.145,-0.4350000000000005
bristol,froxfield,voyager,00000100,-5.5,10.19,10.2,0.009999999999999787
bristol,froxfield,voyager,00000100,-5.0,10.17,10.18,0.009999999999999787
bristol,froxfield,voyager,00000100,-4.5,10.15,10.16,0.009999999999999787
bristol,froxfield,voyager,00000101,-5.5,9.345,9.105,-0.2400000000000002
bristol,froxfield,voyager,00000101,-5.0,9.33,9.085,-0.24499999999999922
bristol,froxfield,voyager,00000101,-4.5,9.305,9.065,-0.2400000000000002
bristol,froxfield,voyager,00000110,-5.5,8.625,8.19,-0.4350000000000005
bristol,froxfield,voyager,00000110,-5.0,8.61,8.17,-0.4399999999999995
bristol,froxfield,voyager,00000110,-4.5,8.585,8.15,-0.4350000000000005
bristol,froxfield,voyager,00000111,-5.5,7.843,7.253,-0.5899999999999999
bristol,froxfield,voyager,00000111,-5.0,7.823,7.237,-0.5860000000000003
bristol,froxfield,voyager,00000111,-4.5,7.797,7.21,-0.5869999999999997
bristol,froxfield,voyager,00001000,-5.5,10.2,10.2,0.0
bristol,froxfield,voyager,00001000,-5.0,10.18,10.19,0.009999999999999787
bristol,froxfield,voyager,00001000,-4.5,10.16,10.16,0.0
bristol,froxfield,voyager,00001001,-5.5,9.615,9.445,-0.16999999999999993
bristol,froxfield,voyager,00001001,-5.0,9.595,9.425,-0.16999999999999993
bristol,froxfield,voyager,00001001,-4.5,9.575,9.405,-0.16999999999999993
bristol,froxfield,voyager,00001010,-5.5,9.355,9.105,-0.25
bristol,froxfield,voyager,00001010,-5.0,9.335,9.095,-0.2400000000000002
bristol,froxfield,voyager,00001010,-4.5,9.315,9.065,-0.25
bristol,froxfield,voyager,00001011,-5.5,8.37,7.893,-0.4769999999999994
bristol,froxfield,voyager,00001011,-5.0,8.35,7.877,-0.47299999999999986
bristol,froxfield,voyager,00001011,-4.5,8.33,7.853,-0.4770000000000003
bristol,froxfield,voyager,00001100,-5.5,8.63,8.195,-0.4350000000000005
bristol,froxfield,voyager,00001100,-5.0,8.615,8.175,-0.4399999999999995
bristol,froxfield,voyager,00001100,-4.5,8.59,8.155,-0.4350000000000005
bristol,froxfield,voyager,00001101,-5.5,8.37,7.893,-0.4769999999999994
bristol,froxfield,voyager,00001101,-5.0,8.353,7.88,-0.47299999999999986
bristol,froxfield,voyager,00001101,-4.5,8.33,7.853,-0.4770000000000003
bristol,froxfield,voyager,00001110,-5.5,7.843,7.257,-0.5860000000000003
bristol,froxfield,voyager,00001110,-5.0,7.823,7.24,-0.5830000000000002
bristol,froxfield,voyager,00001110,-4.5,7.803,7.217,-0.5860000000000003
bristol,froxfield,voyager,00001111,-5.5,7.338,6.67,-0.6680000000000001
bristol,froxfield,voyager,00001111,-5.0,7.32,6.652,-0.6680000000000001
bristol,froxfield,voyager,00001111,-4.5,7.295,6.63,-0.665
bristol,froxfield,voyager,00010000,-5.5,10.2,10.21,0.010000000000001563
bristol,froxfield,voyager,00010000,-5.0,10.19,10.19,0.0
bristol,froxfield,voyager,00010000,-4.5,10.16,10.17,0.009999999999999787
bristol,froxfield,voyager,00010001,-5.5,9.755,9.625,-0.13000000000000078
bristol,froxfield,voyager,00010001,-5.0,9.74,9.605,-0.1349999999999998
bristol,froxfield,voyager,00010001,-4.5,9.715,9.585,-0.129999999999999
bristol,froxfield,voyager,00010010,-5.5,9.62,9.445,-0.17499999999999893
bristol,froxfield,voyager,00010010,-5.0,9.6,9.43,-0.16999999999999993
bristol,froxfield,voyager,00010010,-4.5,9.58,9.405,-0.1750000000000007
bristol,froxfield,voyager,00010011,-5.5,8.587,8.16,-0.4269999999999996
bristol,froxfield,voyager,00010011,-5.0,8.57,8.14,-0.4299999999999997
bristol,froxfield,voyager,00010011,-4.5,8.547,8.12,-0.4270000000000014
bristol,froxfield,voyager,00010100,-5.5,9.355,9.115,-0.2400000000000002
bristol,froxfield,voyager,00010100,-5.0,9.345,9.095,-0.25
bristol,froxfield,voyager,00010100,-4.5,9.315,9.075,-0.2400000000000002
bristol,froxfield,voyager,00010101,-5.5,8.877,8.517,-0.3600000000000012
bristol,froxfield,voyager,00010101,-5.0,8.857,8.5,-0.3569999999999993
bristol,froxfield,voyager,00010101,-4.5,8.837,8.477,-0.35999999999999943
bristol,froxfield,voyager,00010110,-5.5,8.373,7.897,-0.4759999999999991
bristol,froxfield,voyager,00010110,-5.0,8.36,7.88,-0.47999999999999954
bristol,froxfield,voyager,00010110,-4.5,8.333,7.857,-0.476
bristol,froxfield,voyager,00010111,-5.5,7.74,7.147,-0.593
bristol,froxfield,voyager,00010111,-5.0,7.723,7.127,-0.5960000000000001
bristol,froxfield,voyager,00010111,-4.5,7.7,7.107,-0.593
bristol,froxfield,voyager,00011000,-5.5,8.635,8.2,-0.4350000000000005
bristol,froxfield,voyager,00011000,-5.0,8.62,8.18,-0.4399999999999995
bristol,froxfield,voyager,00011000,-4.5,8.595,8.16,-0.4350000000000005
bristol,froxfield,voyager,00011001,-5.5,8.59,8.163,-0.4269999999999996
bristol,froxfield,voyager,00011001,-5.0,8.573,8.143,-0.4299999999999997
bristol,froxfield,voyager,00011001,-4.5,8.55,8.123,-0.4270000000000014
bristol,froxfield,voyager,00011010,-5.5,8.377,7.9,-0.4770000000000003
bristol,froxfield,voyager,00011010,-5.0,8.357,7.88,-0.4769999999999994
bristol,froxfield,voyager,00011010,-4.5,8.337,7.86,-0.4769999999999994
bristol,froxfield,voyager,00011011,-5.5,7.8,7.213,-0.5869999999999997
bristol,froxfield,voyager,00011011,-5.0,7.785,7.192,-0.593
bristol,froxfield,voyager,00011011,-4.5,7.76,7.172,-0.5880000000000001
bristol,froxfield,voyager,00011100,-5.5,7.853,7.26,-0.593
bristol,froxfield,voyager,00011100,-5.0,7.833,7.243,-0.5899999999999999
bristol,froxfield,voyager,00011100,-4.5,7.813,7.22,-0.593
bristol,froxfield,voyager,00011101,-5.5,7.742,7.152,-0.5899999999999999
bristol,froxfield,voyager,00011101,-5.0,7.725,7.133,-0.5919999999999996
bristol,froxfield,voyager,00011101,-4.5,7.703,7.105,-0.5979999999999999
bristol,froxfield,voyager,00011110,-5.5,7.342,6.672,-0.6699999999999999
bristol,froxfield,voyager,00011110,-5.0,7.322,6.655,-0.6669999999999998
bristol,froxfield,voyager,00011110,-4.5,7.303,6.633,-0.6699999999999999
bristol,froxfield,voyager,00011111,-5.5,6.976,6.256,-0.7199999999999998
bristol,froxfield,voyager,00011111,-5.0,6.956,6.236,-0.7200000000000006
bristol,froxfield,voyager,00011111,-4.5,6.936,6.214,-0.7219999999999995
bristol,froxfield,voyager,00100000,-5.5,10.21,10.21,0.0
bristol,froxfield,voyager,00100000,-5.0,10.19,10.19,0.0
bristol,froxfield,voyager,00100000,-4.5,10.17,10.17,0.0
bristol,froxfield,voyager,00100001,-5.5,9.84,9.735,-0.10500000000000043
bristol,froxfield,voyager,00100001,-5.0,9.825,9.72,-0.10499999999999865
bristol,froxfield,voyager,00100001,-4.5,9.805,9.695,-0.10999999999999943
bristol,froxfield,voyager,00100010,-5.5,9.76,9.63,-0.129999999999999
bristol,froxfield,voyager,00100010,-5.0,9.74,9.61,-0.13000000000000078
bristol,froxfield,voyager,00100010,-4.5,9.72,9.59,-0.13000000000000078
bristol,froxfield,voyager,00100011,-5.5,8.71,8.31,-0.40000000000000036
bristol,froxfield,voyager,00100011,-5.0,8.69,8.293,-0.39700000000000024
bristol,froxfield,voyager,00100011,-4.5,8.67,8.27,-0.40000000000000036
bristol,froxfield,voyager,00100100,-5.5,9.625,9.455,-0.16999999999999993
bristol,froxfield,voyager,00100100,-5.0,9.61,9.435,-0.17499999999999893
bristol,froxfield,voyager,00100100,-4.5,9.585,9.415,-0.1700000000000017
bristol,froxfield,voyager,00100101,-5.5,9.08,8.767,-0.3130000000000006
bristol,froxfield,voyager,00100101,-5.0,9.063,8.753,-0.3100000000000005
bristol,froxfield,voyager,00100101,-4.5,9.04,8.727,-0.31299999999999883
bristol,froxfield,voyager,00100110,-5.5,8.593,8.163,-0.4299999999999997
bristol,froxfield,voyager,00100110,-5.0,8.573,8.143,-0.4299999999999997
bristol,froxfield,voyager,00100110,-4.5,8.553,8.123,-0.4300000000000015
bristol,froxfield,voyager,00100111,-5.5,7.918,7.36,-0.5579999999999998
bristol,froxfield,voyager,00100111,-5.0,7.897,7.34,-0.5570000000000004
bristol,froxfield,voyager,00100111,-4.5,7.875,7.315,-0.5599999999999996
bristol,froxfield,voyager,00101000,-5.5,9.365,9.115,-0.25
bristol,froxfield,voyager,00101000,-5.0,9.345,9.1,-0.245000000000001
bristol,froxfield,voyager,00101000,-4.5,9.325,9.075,-0.25
bristol,froxfield,voyager,00101001,-5.5,9.083,8.77,-0.3130000000000006
bristol,froxfield,voyager,00101001,-5.0,9.067,8.757,-0.3100000000000005
bristol,froxfield,voyager,00101001,-4.5,9.043,8.73,-0.31299999999999883
bristol,froxfield,voyager,00101010,-5.5,8.883,8.52,-0.36299999999999955
bristol,froxfield,voyager,00101010,-5.0,8.867,8.5,-0.3670000000000009
bristol,froxfield,voyager,00101010,-4.5,8.843,8.48,-0.36299999999999955
bristol,froxfield,voyager,00101011,-5.5,8.175,7.668,-0.5070000000000006
bristol,froxfield,voyager,00101011,-5.0,8.16,7.65,-0.5099999999999998
bristol,froxfield,voyager,00101011,-4.5,8.135,7.625,-0.5099999999999998
bristol,froxfield,voyager,00101100,-5.5,8.38,7.9,-0.4800000000000004
bristol,froxfield,voyager,00101100,-5.0,8.36,7.883,-0.4769999999999994
bristol,froxfield,voyager,00101100,-4.5,8.34,7.86,-0.47999999999999954
bristol,froxfield,voyager,00101101,-5.5,8.143,7.625,-0.5180000000000007
bristol,froxfield,voyager,00101101,-5.0,8.125,7.607,-0.5179999999999998
bristol,froxfield,voyager,00101101,-4.5,8.102,7.582,-0.5200000000000005
bristol,froxfield,voyager,00101110,-5.5,7.742,7.15,-0.5919999999999996
bristol,froxfield,voyager,00101110,-5.0,7.728,7.133,-0.5949999999999998
bristol,froxfield,voyager,00101110,-4.5,7.702,7.11,-0.5919999999999996
bristol,froxfield,voyager,00101111,-5.5,7.296,6.632,-0.6640000000000006
bristol,froxfield,voyager,00101111,-5.0,7.278,6.612,-0.6659999999999995
bristol,froxfield,voyager,00101111,-4.5,7.252,6.59,-0.6619999999999999
bristol,froxfield,voyager,00110000,-5.5,8.64,8.2,-0.4400000000000013
bristol,froxfield,voyager,00110000,-5.0,8.625,8.185,-0.4399999999999995
bristol,froxfield,voyager,00110000,-4.5,8.6,8.16,-0.4399999999999995
bristol,froxfield,voyager,00110001,-5.5,8.717,8.313,-0.4039999999999999
bristol,froxfield,voyager,00110001,-5.0,8.697,8.297,-0.3999999999999986
bristol,froxfield,voyager,00110001,-4.5,8.673,8.27,-0.40300000000000047
bristol,froxfield,voyager,00110010,-5.5,8.597,8.163,-0.4339999999999993
bristol,froxfield,voyager,00110010,-5.0,8.58,8.15,-0.4299999999999997
bristol,froxfield,voyager,00110010,-4.5,8.557,8.123,-0.43400000000000105
bristol,froxfield,voyager,00110011,-5.5,8.012,7.463,-0.5490000000000004
bristol,froxfield,voyager,00110011,-5.0,7.995,7.442,-0.5529999999999999
bristol,froxfield,voyager,00110011,-4.5,7.973,7.42,-0.5529999999999999
bristol,froxfield,voyager,00110100,-5.5,8.383,7.903,-0.47999999999999954
bristol,froxfield,voyager,00110100,-5.0,8.367,7.883,-0.4840000000000009
bristol,froxfield,voyager,00110100,-4.5,8.343,7.86,-0.48299999999999965
bristol,froxfield,voyager,00110101,-5.5,8.183,7.668,-0.5149999999999997
bristol,froxfield,voyager,00110101,-5.0,8.162,7.652,-0.5100000000000007
bristol,froxfield,voyager,00110101,-4.5,8.143,7.625,-0.5180000000000007
bristol,froxfield,voyager,00110110,-5.5,7.808,7.217,-0.5910000000000002
bristol,froxfield,voyager,00110110,-5.0,7.787,7.2,-0.5869999999999997
bristol,froxfield,voyager,00110110,-4.5,7.768,7.172,-0.5960000000000001
bristol,froxfield,voyager,00110111,-5.5,7.364,6.704,-0.6600000000000001
bristol,froxfield,voyager,00110111,-5.0,7.346,6.686,-0.6600000000000001
bristol,froxfield,voyager,00110111,-4.5,7.324,6.66,-0.6639999999999997
bristol,froxfield,voyager,00111000,-5.5,7.853,7.267,-0.5859999999999994
bristol,froxfield,voyager,00111000,-5.0,7.837,7.247,-0.5899999999999999
bristol,froxfield,voyager,00111000,-4.5,7.813,7.227,-0.5859999999999994
bristol,froxfield,voyager,00111001,-5.5,7.918,7.36,-0.5579999999999998
bristol,froxfield,voyager,00111001,-5.0,7.905,7.343,-0.5620000000000003
bristol,froxfield,voyager,00111001,-4.5,7.878,7.32,-0.5579999999999998
bristol,froxfield,voyager,00111010,-5.5,7.745,7.152,-0.593
bristol,froxfield,voyager,00111010,-5.0,7.73,7.133,-0.5970000000000004
bristol,froxfield,voyager,00111010,-4.5,7.705,7.112,-0.593
bristol,froxfield,voyager,00111011,-5.5,7.364,6.704,-0.6600000000000001
bristol,froxfield,voyager,00111011,-5.0,7.346,6.686,-0.6600000000000001
bristol,froxfield,voyager,00111011,-4.5,7.324,6.664,-0.6600000000000001
bristol,froxfield,voyager,00111100,-5.5,7.348,6.68,-0.6680000000000001
bristol,froxfield,voyager,00111100,-5.0,7.33,6.66,-0.6699999999999999
bristol,froxfield,voyager,00111100,-4.5,7.308,6.638,-0.6699999999999999
bristol,froxfield,voyager,00111101,-5.5,7.298,6.632,-0.6660000000000004
bristol,froxfield,voyager,00111101,-5.0,7.28,6.614,-0.6660000000000004
bristol,froxfield,voyager,00111101,-4.5,7.258,6.592,-0.6660000000000004
bristol,froxfield,voyager,00111110,-5.5,6.98,6.262,-0.7180000000000009
bristol,froxfield,voyager,00111110,-5.0,6.964,6.244,-0.7200000000000006
bristol,froxfield,voyager,00111110,-4.5,6.938,6.218,-0.7199999999999998
bristol,froxfield,voyager,00111111,-5.5,6.695,5.94,-0.7549999999999999
bristol,froxfield,voyager,00111111,-5.0,6.68,5.92,-0.7599999999999998
bristol,froxfield,voyager,00111111,-4.5,6.655,5.9,-0.7549999999999999
bristol,froxfield,voyager,01000000,-5.5,10.21,10.22,0.009999999999999787
bristol,froxfield,voyager,01000000,-5.0,10.2,10.2,0.0
bristol,froxfield,voyager,01000000,-4.5,10.17,10.18,0.009999999999999787
bristol,froxfield,voyager,01000001,-5.5,9.9,9.81,-0.08999999999999986
bristol,froxfield,voyager,01000001,-5.0,9.885,9.795,-0.08999999999999986
bristol,froxfield,voyager,01000001,-4.5,9.86,9.77,-0.08999999999999986
bristol,froxfield,voyager,01000010,-5.5,9.845,9.74,-0.10500000000000043
bristol,froxfield,voyager,01000010,-5.0,9.83,9.72,-0.10999999999999943
bristol,froxfield,voyager,01000010,-4.5,9.805,9.7,-0.10500000000000043
bristol,froxfield,voyager,01000011,-5.5,8.79,8.407,-0.3829999999999991
bristol,froxfield,voyager,01000011,-5.0,8.773,8.387,-0.38599999999999923
bristol,froxfield,voyager,01000011,-4.5,8.75,8.367,-0.3829999999999991
bristol,froxfield,voyager,01000100,-5.5,9.765,9.63,-0.1349999999999998
bristol,froxfield,voyager,01000100,-5.0,9.75,9.615,-0.1349999999999998
bristol,froxfield,voyager,01000100,-4.5,9.725,9.59,-0.1349999999999998
bristol,froxfield,voyager,01000101,-5.5,9.2,8.913,-0.28699999999999903
bristol,froxfield,voyager,01000101,-5.0,9.18,8.9,-0.27999999999999936
bristol,froxfield,voyager,01000101,-4.5,9.16,8.873,-0.2870000000000008
bristol,froxfield,voyager,01000110,-5.5,8.717,8.313,-0.4039999999999999
bristol,froxfield,voyager,01000110,-5.0,8.7,8.293,-0.40700000000000003
bristol,froxfield,voyager,01000110,-4.5,8.677,8.273,-0.4039999999999999
bristol,froxfield,voyager,01000111,-5.5,8.018,7.482,-0.5360000000000005
bristol,froxfield,voyager,01000111,-5.0,8.0,7.463,-0.5369999999999999
bristol,froxfield,voyager,01000111,-4.5,7.975,7.44,-0.5349999999999993
bristol,froxfield,voyager,01001000,-5.5,9.63,9.455,-0.1750000000000007
bristol,froxfield,voyager,01001000,-5.0,9.61,9.44,-0.16999999999999993
bristol,froxfield,voyager,01001000,-4.5,9.59,9.415,-0.1750000000000007
bristol,froxfield,voyager,01001001,-5.5,9.277,9.017,-0.2599999999999998
bristol,froxfield,voyager,01001001,-5.0,9.263,8.997,-0.266
bristol,froxfield,voyager,01001001,-4.5,9.237,8.977,-0.2599999999999998
bristol,froxfield,voyager,01001010,-5.5,9.087,8.777,-0.3100000000000005
bristol,froxfield,voyager,01001010,-5.0,9.07,8.757,-0.3130000000000006
bristol,froxfield,voyager,01001010,-4.5,9.047,8.737,-0.3100000000000005
bristol,froxfield,voyager,01001011,-5.5,8.338,7.857,-0.480999999999999
bristol,froxfield,voyager,01001011,-5.0,8.32,7.843,-0.4770000000000003
bristol,froxfield,voyager,01001011,-4.5,8.297,7.817,-0.4800000000000004
bristol,froxfield,voyager,01001100,-5.5,8.597,8.167,-0.4299999999999997
bristol,froxfield,voyager,01001100,-5.0,8.583,8.15,-0.43299999999999983
bristol,froxfield,voyager,01001100,-4.5,8.557,8.127,-0.4299999999999997
bristol,froxfield,voyager,01001101,-5.5,8.315,7.835,-0.47999999999999954
bristol,froxfield,voyager,01001101,-5.0,8.297,7.817,-0.4800000000000004
bristol,froxfield,voyager,01001101,-4.5,8.273,7.795,-0.47799999999999976
bristol,froxfield,voyager,01001110,-5.5,7.92,7.36,-0.5599999999999996
