source,destination,transmitter_type,channel_pattern,launch_power_dbm,16QAM,QPSK,qpsk_minus_16qam_gsnr_db
bristol,froxfield,voyager,11101101,-5.5,7.307,6.64,-0.6670000000000007
bristol,froxfield,voyager,11101101,-5.0,7.287,6.622,-0.665
bristol,froxfield,voyager,11101101,-4.5,7.265,6.598,-0.6669999999999998
bristol,froxfield,voyager,11101110,-5.5,7.047,6.337,-0.71
bristol,froxfield,voyager,11101110,-5.0,7.028,6.318,-0.71
bristol,froxfield,voyager,11101110,-4.5,7.007,6.297,-0.71
bristol,froxfield,voyager,11101111,-5.5,6.776,6.031,-0.7450000000000001
bristol,froxfield,voyager,11101111,-5.0,6.757,6.013,-0.7439999999999998
bristol,froxfield,voyager,11101111,-4.5,6.736,5.991,-0.7450000000000001
bristol,froxfield,voyager,11110000,-5.5,7.36,6.688,-0.6720000000000006
bristol,froxfield,voyager,11110000,-5.0,7.342,6.67,-0.6719999999999997
bristol,froxfield,voyager,11110000,-4.5,7.317,6.645,-0.6720000000000006
bristol,froxfield,voyager,11110001,-5.5,7.538,6.916,-0.6219999999999999
bristol,froxfield,voyager,11110001,-5.0,7.52,6.896,-0.6239999999999997
bristol,froxfield,voyager,11110001,-4.5,7.498,6.872,-0.6260000000000003
bristol,froxfield,voyager,11110010,-5.5,7.454,6.81,-0.6440000000000001
bristol,froxfield,voyager,11110010,-5.0,7.434,6.792,-0.6420000000000003
bristol,froxfield,voyager,11110010,-4.5,7.412,6.77,-0.6420000000000003
bristol,froxfield,voyager,11110011,-5.5,7.195,6.503,-0.6920000000000002
bristol,froxfield,voyager,11110011,-5.0,7.175,6.487,-0.6879999999999997
bristol,froxfield,voyager,11110011,-4.5,7.153,6.463,-0.6899999999999995
bristol,froxfield,voyager,11110100,-5.5,7.308,6.64,-0.6680000000000001
bristol,froxfield,voyager,11110100,-5.0,7.29,6.622,-0.6680000000000001
bristol,froxfield,voyager,11110100,-4.5,7.268,6.6,-0.6680000000000001
bristol,froxfield,voyager,11110101,-5.5,7.275,6.61,-0.665
bristol,froxfield,voyager,11110101,-5.0,7.255,6.59,-0.665
bristol,froxfield,voyager,11110101,-4.5,7.233,6.568,-0.665
bristol,froxfield,voyager,11110110,-5.5,7.032,6.32,-0.7119999999999997
bristol,froxfield,voyager,11110110,-5.0,7.015,6.303,-0.7119999999999997
bristol,froxfield,voyager,11110110,-4.5,6.992,6.28,-0.7119999999999997
bristol,froxfield,voyager,11110111,-5.5,6.776,6.033,-0.7429999999999994
bristol,froxfield,voyager,11110111,-5.0,6.76,6.013,-0.7469999999999999
bristol,froxfield,voyager,11110111,-4.5,6.734,5.991,-0.7430000000000003
bristol,froxfield,voyager,11111000,-5.5,6.992,6.268,-0.7240000000000002
bristol,froxfield,voyager,11111000,-5.0,6.976,6.252,-0.7240000000000002
bristol,froxfield,voyager,11111000,-4.5,6.95,6.226,-0.7240000000000002
bristol,froxfield,voyager,11111001,-5.5,7.09,6.395,-0.6950000000000003
bristol,froxfield,voyager,11111001,-5.0,7.072,6.377,-0.6950000000000003
bristol,froxfield,voyager,11111001,-4.5,7.05,6.355,-0.6949999999999994
bristol,froxfield,voyager,11111010,-5.5,6.97,6.255,-0.7149999999999999
bristol,froxfield,voyager,11111010,-5.0,6.95,6.235,-0.7149999999999999
bristol,froxfield,voyager,11111010,-4.5,6.928,6.208,-0.7199999999999998
bristol,froxfield,voyager,11111011,-5.5,6.756,6.009,-0.7469999999999999
bristol,froxfield,voyager,11111011,-5.0,6.739,5.993,-0.7459999999999996
bristol,froxfield,voyager,11111011,-4.5,6.716,5.966,-0.75
bristol,froxfield,voyager,11111100,-5.5,6.708,5.95,-0.758
bristol,froxfield,voyager,11111100,-5.0,6.69,5.93,-0.7600000000000007
bristol,froxfield,voyager,11111100,-4.5,6.665,5.907,-0.758
bristol,froxfield,voyager,11111101,-5.5,6.697,5.947,-0.75
bristol,froxfield,voyager,11111101,-5.0,6.681,5.929,-0.7519999999999998
bristol,froxfield,voyager,11111101,-4.5,6.653,5.904,-0.7489999999999997
bristol,froxfield,voyager,11111110,-5.5,6.476,5.691,-0.7850000000000001
bristol,froxfield,voyager,11111110,-5.0,6.457,5.671,-0.7859999999999996
bristol,froxfield,voyager,11111110,-4.5,6.436,5.65,-0.7859999999999996
bristol,froxfield,voyager,11111111,-5.5,6.284,5.478,-0.806
bristol,froxfield,voyager,11111111,-5.0,6.265,5.46,-0.8049999999999997
bristol,froxfield,voyager,11111111,-4.5,6.242,5.434,-0.8079999999999998
bristol,powergate,voyager,00000001,-5.5,9.92,9.93,0.009999999999999787
bristol,powergate,voyager,00000001,-5.0,9.97,9.98,0.009999999999999787
bristol,powergate,voyager,00000001,-4.5,9.99,10.0,0.009999999999999787
bristol,powergate,voyager,00000010,-5.5,9.93,9.94,0.009999999999999787
bristol,powergate,voyager,00000010,-5.0,9.97,9.98,0.009999999999999787
bristol,powergate,voyager,00000010,-4.5,9.99,10.0,0.009999999999999787
bristol,powergate,voyager,00000011,-5.5,8.37,7.94,-0.4299999999999988
bristol,powergate,voyager,00000011,-5.0,8.42,7.985,-0.4349999999999996
bristol,powergate,voyager,00000011,-4.5,8.44,8.005,-0.4349999999999987
bristol,powergate,voyager,00000100,-5.5,9.93,9.94,0.009999999999999787
bristol,powergate,voyager,00000100,-5.0,9.98,9.99,0.009999999999999787
bristol,powergate,voyager,00000100,-4.5,10.0,10.01,0.009999999999999787
bristol,powergate,voyager,00000101,-5.5,9.095,8.855,-0.2400000000000002
bristol,powergate,voyager,00000101,-5.0,9.145,8.9,-0.24499999999999922
bristol,powergate,voyager,00000101,-4.5,9.165,8.92,-0.24499999999999922
bristol,powergate,voyager,00000110,-5.5,8.375,7.94,-0.4349999999999996
bristol,powergate,voyager,00000110,-5.0,8.425,7.99,-0.4350000000000005
bristol,powergate,voyager,00000110,-4.5,8.445,8.01,-0.4350000000000005
bristol,powergate,voyager,00000111,-5.5,7.593,7.01,-0.5830000000000002
bristol,powergate,voyager,00000111,-5.0,7.643,7.06,-0.5830000000000002
bristol,powergate,voyager,00000111,-4.5,7.663,7.08,-0.5830000000000002
bristol,powergate,voyager,00001000,-5.5,9.94,9.94,0.0
bristol,powergate,voyager,00001000,-5.0,9.99,9.99,0.0
bristol,powergate,voyager,00001000,-4.5,10.0,10.01,0.009999999999999787
bristol,powergate,voyager,00001001,-5.5,9.36,9.19,-0.16999999999999993
bristol,powergate,voyager,00001001,-5.0,9.405,9.235,-0.16999999999999993
bristol,powergate,voyager,00001001,-4.5,9.425,9.255,-0.16999999999999993
bristol,powergate,voyager,00001010,-5.5,9.095,8.855,-0.2400000000000002
bristol,powergate,voyager,00001010,-5.0,9.145,8.905,-0.2400000000000002
bristol,powergate,voyager,00001010,-4.5,9.165,8.925,-0.23999999999999844
bristol,powergate,voyager,00001011,-5.5,8.12,7.647,-0.472999999999999
bristol,powergate,voyager,00001011,-5.0,8.17,7.697,-0.47299999999999986
bristol,powergate,voyager,00001011,-4.5,8.19,7.72,-0.46999999999999975
bristol,powergate,voyager,00001100,-5.5,8.38,7.945,-0.4350000000000005
bristol,powergate,voyager,00001100,-5.0,8.43,7.995,-0.4349999999999996
bristol,powergate,voyager,00001100,-4.5,8.45,8.015,-0.4349999999999987
bristol,powergate,voyager,00001101,-5.5,8.123,7.647,-0.4759999999999991
bristol,powergate,voyager,00001101,-5.0,8.173,7.697,-0.476
bristol,powergate,voyager,00001101,-4.5,8.193,7.717,-0.476
bristol,powergate,voyager,00001110,-5.5,7.597,7.01,-0.5870000000000006
bristol,powergate,voyager,00001110,-5.0,7.647,7.06,-0.5870000000000006
bristol,powergate,voyager,00001110,-4.5,7.667,7.083,-0.5839999999999996
bristol,powergate,voyager,00001111,-5.5,7.092,6.428,-0.6639999999999997
bristol,powergate,voyager,00001111,-5.0,7.143,6.478,-0.665
bristol,powergate,voyager,00001111,-4.5,7.162,6.5,-0.6619999999999999
bristol,powergate,voyager,00010000,-5.5,9.94,9.95,0.009999999999999787
bristol,powergate,voyager,00010000,-5.0,9.99,9.99,0.0
bristol,powergate,voyager,00010000,-4.5,10.01,10.01,0.0
bristol,powergate,voyager,00010001,-5.5,9.5,9.37,-0.13000000000000078
bristol,powergate,voyager,00010001,-5.0,9.545,9.415,-0.13000000000000078
bristol,powergate,voyager,00010001,-4.5,9.565,9.435,-0.129999999999999
bristol,powergate,voyager,00010010,-5.5,9.365,9.195,-0.16999999999999993
bristol,powergate,voyager,00010010,-5.0,9.41,9.245,-0.16500000000000092
bristol,powergate,voyager,00010010,-4.5,9.43,9.26,-0.16999999999999993
bristol,powergate,voyager,00010011,-5.5,8.34,7.91,-0.4299999999999997
bristol,powergate,voyager,00010011,-5.0,8.387,7.96,-0.4270000000000005
bristol,powergate,voyager,00010011,-4.5,8.407,7.98,-0.4269999999999996
bristol,powergate,voyager,00010100,-5.5,9.105,8.86,-0.245000000000001
bristol,powergate,voyager,00010100,-5.0,9.155,8.905,-0.25
bristol,powergate,voyager,00010100,-4.5,9.175,8.925,-0.25
bristol,powergate,voyager,00010101,-5.5,8.627,8.267,-0.3600000000000012
bristol,powergate,voyager,00010101,-5.0,8.673,8.313,-0.35999999999999943
bristol,powergate,voyager,00010101,-4.5,8.693,8.333,-0.35999999999999943
bristol,powergate,voyager,00010110,-5.5,8.127,7.65,-0.4770000000000003
bristol,powergate,voyager,00010110,-5.0,8.173,7.7,-0.47299999999999986
bristol,powergate,voyager,00010110,-4.5,8.193,7.72,-0.47299999999999986
bristol,powergate,voyager,00010111,-5.5,7.492,6.9,-0.5919999999999996
bristol,powergate,voyager,00010111,-5.0,7.542,6.95,-0.5919999999999996
bristol,powergate,voyager,00010111,-4.5,7.562,6.975,-0.5870000000000006
bristol,powergate,voyager,00011000,-5.5,8.385,7.95,-0.4349999999999996
bristol,powergate,voyager,00011000,-5.0,8.435,8.0,-0.4350000000000005
bristol,powergate,voyager,00011000,-4.5,8.455,8.02,-0.4350000000000005
bristol,powergate,voyager,00011001,-5.5,8.343,7.913,-0.4299999999999997
bristol,powergate,voyager,00011001,-5.0,8.39,7.963,-0.4270000000000005
bristol,powergate,voyager,00011001,-4.5,8.41,7.983,-0.4270000000000005
bristol,powergate,voyager,00011010,-5.5,8.127,7.65,-0.4770000000000003
bristol,powergate,voyager,00011010,-5.0,8.173,7.7,-0.47299999999999986
bristol,powergate,voyager,00011010,-4.5,8.193,7.723,-0.46999999999999975
bristol,powergate,voyager,00011011,-5.5,7.558,6.97,-0.5880000000000001
bristol,powergate,voyager,00011011,-5.0,7.607,7.02,-0.5870000000000006
bristol,powergate,voyager,00011011,-4.5,7.627,7.04,-0.5869999999999997
bristol,powergate,voyager,00011100,-5.5,7.603,7.02,-0.5830000000000002
bristol,powergate,voyager,00011100,-5.0,7.653,7.07,-0.5829999999999993
bristol,powergate,voyager,00011100,-4.5,7.673,7.09,-0.5830000000000002
bristol,powergate,voyager,00011101,-5.5,7.492,6.902,-0.5899999999999999
bristol,powergate,voyager,00011101,-5.0,7.543,6.952,-0.5910000000000002
bristol,powergate,voyager,00011101,-4.5,7.565,6.978,-0.5870000000000006
bristol,powergate,voyager,00011110,-5.5,7.098,6.433,-0.665
bristol,powergate,voyager,00011110,-5.0,7.147,6.482,-0.665
bristol,powergate,voyager,00011110,-4.5,7.168,6.502,-0.6660000000000004
bristol,powergate,voyager,00011111,-5.5,6.732,6.014,-0.718
bristol,powergate,voyager,00011111,-5.0,6.782,6.064,-0.718
bristol,powergate,voyager,00011111,-4.5,6.802,6.084,-0.718
bristol,powergate,voyager,00100000,-5.5,9.95,9.95,0.0
bristol,powergate,voyager,00100000,-5.0,10.0,10.0,0.0
bristol,powergate,voyager,00100000,-4.5,10.01,10.02,0.009999999999999787
bristol,powergate,voyager,00100001,-5.5,9.585,9.48,-0.10500000000000043
bristol,powergate,voyager,00100001,-5.0,9.635,9.53,-0.10500000000000043
bristol,powergate,voyager,00100001,-4.5,9.65,9.55,-0.09999999999999964
bristol,powergate,voyager,00100010,-5.5,9.5,9.37,-0.13000000000000078
bristol,powergate,voyager,00100010,-5.0,9.55,9.42,-0.13000000000000078
bristol,powergate,voyager,00100010,-4.5,9.57,9.44,-0.13000000000000078
bristol,powergate,voyager,00100011,-5.5,8.457,8.06,-0.39700000000000024
bristol,powergate,voyager,00100011,-5.0,8.507,8.11,-0.39700000000000024
bristol,powergate,voyager,00100011,-4.5,8.527,8.13,-0.39699999999999847
bristol,powergate,voyager,00100100,-5.5,9.37,9.195,-0.17499999999999893
bristol,powergate,voyager,00100100,-5.0,9.42,9.245,-0.1750000000000007
bristol,powergate,voyager,00100100,-4.5,9.435,9.265,-0.16999999999999993
bristol,powergate,voyager,00100101,-5.5,8.83,8.517,-0.3130000000000006
bristol,powergate,voyager,00100101,-5.0,8.877,8.567,-0.3100000000000005
bristol,powergate,voyager,00100101,-4.5,8.897,8.587,-0.3100000000000005
bristol,powergate,voyager,00100110,-5.5,8.34,7.917,-0.42300000000000004
bristol,powergate,voyager,00100110,-5.0,8.39,7.967,-0.42300000000000093
bristol,powergate,voyager,00100110,-4.5,8.41,7.987,-0.42300000000000004
bristol,powergate,voyager,00100111,-5.5,7.668,7.112,-0.556
bristol,powergate,voyager,00100111,-5.0,7.717,7.16,-0.5569999999999995
bristol,powergate,voyager,00100111,-4.5,7.737,7.183,-0.5540000000000003
bristol,powergate,voyager,00101000,-5.5,9.11,8.865,-0.24499999999999922
bristol,powergate,voyager,00101000,-5.0,9.155,8.915,-0.2400000000000002
bristol,powergate,voyager,00101000,-4.5,9.175,8.935,-0.2400000000000002
bristol,powergate,voyager,00101001,-5.5,8.83,8.52,-0.3100000000000005
bristol,powergate,voyager,00101001,-5.0,8.88,8.57,-0.3100000000000005
bristol,powergate,voyager,00101001,-4.5,8.9,8.59,-0.3100000000000005
bristol,powergate,voyager,00101010,-5.5,8.63,8.27,-0.3600000000000012
bristol,powergate,voyager,00101010,-5.0,8.677,8.32,-0.3569999999999993
bristol,powergate,voyager,00101010,-4.5,8.697,8.34,-0.3569999999999993
bristol,powergate,voyager,00101011,-5.5,7.928,7.42,-0.508
bristol,powergate,voyager,00101011,-5.0,7.978,7.47,-0.508
bristol,powergate,voyager,00101011,-4.5,7.998,7.49,-0.508
bristol,powergate,voyager,00101100,-5.5,8.13,7.653,-0.4770000000000012
bristol,powergate,voyager,00101100,-5.0,8.18,7.703,-0.4769999999999994
bristol,powergate,voyager,00101100,-4.5,8.2,7.723,-0.4769999999999994
bristol,powergate,voyager,00101101,-5.5,7.895,7.38,-0.5149999999999997
bristol,powergate,voyager,00101101,-5.0,7.942,7.428,-0.5140000000000002
bristol,powergate,voyager,00101101,-4.5,7.963,7.447,-0.516
bristol,powergate,voyager,00101110,-5.5,7.498,6.907,-0.5910000000000002
bristol,powergate,voyager,00101110,-5.0,7.547,6.957,-0.5899999999999999
bristol,powergate,voyager,00101110,-4.5,7.568,6.978,-0.5899999999999999
bristol,powergate,voyager,00101111,-5.5,7.05,6.388,-0.6619999999999999
bristol,powergate,voyager,00101111,-5.0,7.1,6.438,-0.6619999999999999
bristol,powergate,voyager,00101111,-4.5,7.12,6.46,-0.6600000000000001
bristol,powergate,voyager,00110000,-5.5,8.39,7.955,-0.4350000000000005
bristol,powergate,voyager,00110000,-5.0,8.44,8.005,-0.4349999999999987
bristol,powergate,voyager,00110000,-4.5,8.46,8.025,-0.4350000000000005
bristol,powergate,voyager,00110001,-5.5,8.467,8.063,-0.4039999999999999
bristol,powergate,voyager,00110001,-5.0,8.513,8.113,-0.40000000000000036
bristol,powergate,voyager,00110001,-4.5,8.533,8.133,-0.40000000000000036
bristol,powergate,voyager,00110010,-5.5,8.347,7.917,-0.4299999999999997
bristol,powergate,voyager,00110010,-5.0,8.393,7.967,-0.42600000000000104
bristol,powergate,voyager,00110010,-4.5,8.417,7.99,-0.4269999999999996
bristol,powergate,voyager,00110011,-5.5,7.765,7.213,-0.5519999999999996
bristol,powergate,voyager,00110011,-5.0,7.815,7.263,-0.5520000000000005
bristol,powergate,voyager,00110011,-4.5,7.835,7.283,-0.5519999999999996
bristol,powergate,voyager,00110100,-5.5,8.133,7.657,-0.4759999999999991
bristol,powergate,voyager,00110100,-5.0,8.183,7.707,-0.476
bristol,powergate,voyager,00110100,-4.5,8.203,7.727,-0.4759999999999991
bristol,powergate,voyager,00110101,-5.5,7.933,7.423,-0.5099999999999998
bristol,powergate,voyager,00110101,-5.0,7.982,7.47,-0.5120000000000005
bristol,powergate,voyager,00110101,-4.5,8.002,7.492,-0.5100000000000007
bristol,powergate,voyager,00110110,-5.5,7.56,6.973,-0.5869999999999997
bristol,powergate,voyager,00110110,-5.0,7.607,7.022,-0.585
bristol,powergate,voyager,00110110,-4.5,7.63,7.043,-0.5869999999999997
bristol,powergate,voyager,00110111,-5.5,7.116,6.46,-0.6559999999999997
bristol,powergate,voyager,00110111,-5.0,7.166,6.51,-0.6560000000000006
bristol,powergate,voyager,00110111,-4.5,7.188,6.532,-0.6559999999999997
bristol,powergate,voyager,00111000,-5.5,7.61,7.02,-0.5900000000000007
bristol,powergate,voyager,00111000,-5.0,7.657,7.07,-0.5869999999999997
bristol,powergate,voyager,00111000,-4.5,7.68,7.09,-0.5899999999999999
bristol,powergate,voyager,00111001,-5.5,7.675,7.117,-0.5579999999999998
bristol,powergate,voyager,00111001,-5.0,7.725,7.168,-0.5569999999999995
bristol,powergate,voyager,00111001,-4.5,7.745,7.188,-0.5570000000000004
bristol,powergate,voyager,00111010,-5.5,7.502,6.91,-0.5919999999999996
bristol,powergate,voyager,00111010,-5.0,7.55,6.96,-0.5899999999999999
bristol,powergate,voyager,00111010,-4.5,7.572,6.98,-0.5919999999999996
bristol,powergate,voyager,00111011,-5.5,7.12,6.462,-0.6580000000000004
bristol,powergate,voyager,00111011,-5.0,7.17,6.514,-0.6559999999999997
bristol,powergate,voyager,00111011,-4.5,7.192,6.534,-0.6580000000000004
bristol,powergate,voyager,00111100,-5.5,7.103,6.435,-0.6680000000000001
bristol,powergate,voyager,00111100,-5.0,7.152,6.485,-0.6669999999999998
bristol,powergate,voyager,00111100,-4.5,7.172,6.508,-0.6639999999999997
bristol,powergate,voyager,00111101,-5.5,7.052,6.388,-0.6639999999999997
bristol,powergate,voyager,00111101,-5.0,7.102,6.438,-0.6640000000000006
bristol,powergate,voyager,00111101,-4.5,7.126,6.462,-0.6640000000000006
bristol,powergate,voyager,00111110,-5.5,6.736,6.02,-0.7160000000000002
bristol,powergate,voyager,00111110,-5.0,6.786,6.072,-0.7139999999999995
bristol,powergate,voyager,00111110,-4.5,6.808,6.092,-0.7160000000000002
bristol,powergate,voyager,00111111,-5.5,6.453,5.7,-0.7530000000000001
bristol,powergate,voyager,00111111,-5.0,6.503,5.75,-0.7530000000000001
bristol,powergate,voyager,00111111,-4.5,6.523,5.772,-0.7509999999999994
bristol,powergate,voyager,01000000,-5.5,9.95,9.96,0.010000000000001563
bristol,powergate,voyager,01000000,-5.0,10.0,10.0,0.0
bristol,powergate,voyager,01000000,-4.5,10.02,10.02,0.0
bristol,powergate,voyager,01000001,-5.5,9.645,9.555,-0.08999999999999986
bristol,powergate,voyager,01000001,-5.0,9.69,9.6,-0.08999999999999986
bristol,powergate,voyager,01000001,-4.5,9.71,9.62,-0.09000000000000163
bristol,powergate,voyager,01000010,-5.5,9.59,9.48,-0.10999999999999943
bristol,powergate,voyager,01000010,-5.0,9.635,9.53,-0.10500000000000043
bristol,powergate,voyager,01000010,-4.5,9.655,9.55,-0.10499999999999865
bristol,powergate,voyager,01000011,-5.5,8.537,8.157,-0.3800000000000008
bristol,powergate,voyager,01000011,-5.0,8.587,8.207,-0.379999999999999
bristol,powergate,voyager,01000011,-4.5,8.607,8.227,-0.379999999999999
bristol,powergate,voyager,01000100,-5.5,9.51,9.375,-0.1349999999999998
bristol,powergate,voyager,01000100,-5.0,9.56,9.425,-0.1349999999999998
bristol,powergate,voyager,01000100,-4.5,9.575,9.44,-0.1349999999999998
bristol,powergate,voyager,01000101,-5.5,8.943,8.66,-0.2829999999999995
bristol,powergate,voyager,01000101,-5.0,8.993,8.71,-0.2829999999999995
bristol,powergate,voyager,01000101,-4.5,9.013,8.73,-0.2829999999999995
bristol,powergate,voyager,01000110,-5.5,8.463,8.063,-0.3999999999999986
bristol,powergate,voyager,01000110,-5.0,8.513,8.11,-0.40300000000000047
bristol,powergate,voyager,01000110,-4.5,8.533,8.13,-0.4029999999999987
bristol,powergate,voyager,01000111,-5.5,7.772,7.235,-0.5369999999999999
bristol,powergate,voyager,01000111,-5.0,7.822,7.285,-0.5369999999999999
bristol,powergate,voyager,01000111,-4.5,7.843,7.305,-0.5380000000000003
bristol,powergate,voyager,01001000,-5.5,9.375,9.205,-0.16999999999999993
bristol,powergate,voyager,01001000,-5.0,9.42,9.25,-0.16999999999999993
bristol,powergate,voyager,01001000,-4.5,9.44,9.27,-0.16999999999999993
bristol,powergate,voyager,01001001,-5.5,9.023,8.763,-0.2599999999999998
bristol,powergate,voyager,01001001,-5.0,9.073,8.813,-0.2599999999999998
bristol,powergate,voyager,01001001,-4.5,9.093,8.833,-0.2599999999999998
bristol,powergate,voyager,01001010,-5.5,8.833,8.527,-0.30600000000000094
bristol,powergate,voyager,01001010,-5.0,8.883,8.573,-0.3099999999999987
bristol,powergate,voyager,01001010,-4.5,8.903,8.593,-0.3100000000000005
bristol,powergate,voyager,01001011,-5.5,8.09,7.61,-0.47999999999999954
bristol,powergate,voyager,01001011,-5.0,8.14,7.66,-0.4800000000000004
bristol,powergate,voyager,01001011,-4.5,8.16,7.683,-0.4770000000000003
bristol,powergate,voyager,01001100,-5.5,8.35,7.917,-0.43299999999999983
bristol,powergate,voyager,01001100,-5.0,8.4,7.967,-0.4330000000000007
bristol,powergate,voyager,01001100,-4.5,8.42,7.987,-0.43299999999999983
bristol,powergate,voyager,01001101,-5.5,8.065,7.588,-0.4769999999999994
bristol,powergate,voyager,01001101,-5.0,8.115,7.638,-0.4770000000000003
bristol,powergate,voyager,01001101,-4.5,8.135,7.658,-0.4769999999999994
bristol,powergate,voyager,01001110,-5.5,7.678,7.117,-0.5609999999999999
bristol,powergate,voyager,01001110,-5.0,7.725,7.168,-0.5569999999999995
bristol,powergate,voyager,01001110,-4.5,7.745,7.188,-0.5570000000000004
bristol,powergate,voyager,01001111,-5.5,7.194,6.56,-0.6340000000000003
bristol,powergate,voyager,01001111,-5.0,7.244,6.612,-0.6319999999999997
bristol,powergate,voyager,01001111,-4.5,7.264,6.632,-0.6320000000000006
bristol,powergate,voyager,01010000,-5.5,9.115,8.865,-0.25
bristol,powergate,voyager,01010000,-5.0,9.165,8.915,-0.25
bristol,powergate,voyager,01010000,-4.5,9.185,8.935,-0.25
bristol,powergate,voyager,01010001,-5.5,8.95,8.667,-0.2829999999999995
bristol,powergate,voyager,01010001,-5.0,8.997,8.717,-0.27999999999999936
bristol,powergate,voyager,01010001,-4.5,9.017,8.733,-0.2839999999999989
bristol,powergate,voyager,01010010,-5.5,8.837,8.523,-0.31400000000000006
bristol,powergate,voyager,01010010,-5.0,8.883,8.573,-0.3099999999999987
bristol,powergate,voyager,01010010,-4.5,8.903,8.593,-0.3100000000000005
bristol,powergate,voyager,01010011,-5.5,8.127,7.658,-0.4690000000000003
bristol,powergate,voyager,01010011,-5.0,8.178,7.702,-0.47600000000000087
bristol,powergate,voyager,01010011,-4.5,8.197,7.725,-0.47199999999999953
bristol,powergate,voyager,01010100,-5.5,8.637,8.273,-0.36400000000000077
bristol,powergate,voyager,01010100,-5.0,8.687,8.323,-0.363999999999999
bristol,powergate,voyager,01010100,-4.5,8.707,8.343,-0.36400000000000077
bristol,powergate,voyager,01010101,-5.5,8.305,7.875,-0.4299999999999997
bristol,powergate,voyager,01010101,-5.0,8.355,7.925,-0.4300000000000006
bristol,powergate,voyager,01010101,-4.5,8.375,7.945,-0.4299999999999997
bristol,powergate,voyager,01010110,-5.5,7.935,7.425,-0.5099999999999998
bristol,powergate,voyager,01010110,-5.0,7.985,7.473,-0.5120000000000005
bristol,powergate,voyager,01010110,-4.5,8.005,7.495,-0.5100000000000007
bristol,powergate,voyager,01010111,-5.5,7.414,6.812,-0.6019999999999994
bristol,powergate,voyager,01010111,-5.0,7.464,6.862,-0.6020000000000003
bristol,powergate,voyager,01010111,-4.5,7.486,6.884,-0.6019999999999994
bristol,powergate,voyager,01011000,-5.5,8.137,7.66,-0.4770000000000003
bristol,powergate,voyager,01011000,-5.0,8.187,7.71,-0.4769999999999994
bristol,powergate,voyager,01011000,-4.5,8.207,7.73,-0.4770000000000003
bristol,powergate,voyager,01011001,-5.5,8.067,7.588,-0.4790000000000001
bristol,powergate,voyager,01011001,-5.0,8.117,7.638,-0.479000000000001
bristol,powergate,voyager,01011001,-4.5,8.137,7.658,-0.4790000000000001
bristol,powergate,voyager,01011010,-5.5,7.897,7.385,-0.5120000000000005
bristol,powergate,voyager,01011010,-5.0,7.947,7.435,-0.5120000000000005
bristol,powergate,voyager,01011010,-4.5,7.967,7.455,-0.5119999999999996
bristol,powergate,voyager,01011011,-5.5,7.434,6.834,-0.6000000000000005
bristol,powergate,voyager,01011011,-5.0,7.484,6.884,-0.5999999999999996
bristol,powergate,voyager,01011011,-4.5,7.504,6.904,-0.5999999999999996
bristol,powergate,voyager,01011100,-5.5,7.502,6.907,-0.5949999999999998
bristol,powergate,voyager,01011100,-5.0,7.552,6.957,-0.5949999999999998
bristol,powergate,voyager,01011100,-4.5,7.575,6.98,-0.5949999999999998
bristol,powergate,voyager,01011101,-5.5,7.37,6.766,-0.6040000000000001
bristol,powergate,voyager,01011101,-5.0,7.42,6.816,-0.6040000000000001
bristol,powergate,voyager,01011101,-4.5,7.44,6.836,-0.6040000000000001
bristol,powergate,voyager,01011110,-5.5,7.056,6.392,-0.6639999999999997
bristol,powergate,voyager,01011110,-5.0,7.106,6.444,-0.6619999999999999
bristol,powergate,voyager,01011110,-4.5,7.126,6.464,-0.6619999999999999
bristol,powergate,voyager,01011111,-5.5,6.713,6.003,-0.71
bristol,powergate,voyager,01011111,-5.0,6.763,6.053,-0.71
bristol,powergate,voyager,01011111,-4.5,6.785,6.077,-0.7080000000000002
bristol,powergate,voyager,01100000,-5.5,8.395,7.96,-0.4349999999999996
bristol,powergate,voyager,01100000,-5.0,8.445,8.01,-0.4350000000000005
bristol,powergate,voyager,01100000,-4.5,8.465,8.03,-0.4350000000000005
bristol,powergate,voyager,01100001,-5.5,8.547,8.163,-0.38400000000000034
bristol,powergate,voyager,01100001,-5.0,8.593,8.213,-0.3800000000000008
bristol,powergate,voyager,01100001,-4.5,8.617,8.233,-0.38400000000000034
bristol,powergate,voyager,01100010,-5.5,8.47,8.07,-0.40000000000000036
bristol,powergate,voyager,01100010,-5.0,8.517,8.117,-0.3999999999999986
bristol,powergate,voyager,01100010,-4.5,8.54,8.137,-0.4029999999999987
bristol,powergate,voyager,01100011,-5.5,7.888,7.36,-0.5279999999999996
bristol,powergate,voyager,01100011,-5.0,7.938,7.41,-0.5279999999999996
bristol,powergate,voyager,01100011,-4.5,7.957,7.43,-0.5270000000000001
bristol,powergate,voyager,01100100,-5.5,8.353,7.923,-0.4299999999999997
bristol,powergate,voyager,01100100,-5.0,8.403,7.97,-0.4330000000000007
bristol,powergate,voyager,01100100,-4.5,8.423,7.99,-0.43299999999999983
bristol,powergate,voyager,01100101,-5.5,8.133,7.657,-0.4759999999999991
bristol,powergate,voyager,01100101,-5.0,8.18,7.707,-0.47299999999999986
bristol,powergate,voyager,01100101,-4.5,8.203,7.728,-0.47499999999999964
bristol,powergate,voyager,01100110,-5.5,7.772,7.22,-0.5520000000000005
bristol,powergate,voyager,01100110,-5.0,7.82,7.27,-0.5500000000000007
