scenario_id,iteration,network,source,destination,target_date,target_column,distance_km,transmitter_type,modulation,baud_rate_gbaud,bit_rate_gbps,channel_slots,channel_pattern,channels,launch_power_dbm,preferred_engine,selected_engine,decision_reason,backend,status,gsnr_db,osnr_db,ase_dbm,gsnr_signal_bw_db,gsnr_0p1nm_db,osnr_signal_bw_db,osnr_0p1nm_db,ase_signal_bw_dbm,ase_0p1nm_dbm,rx_total_wdm_power_dbm,rx_signal_power_dbm,effective_snr_db,ber,r2,mae,mse,evm,gmi,ngmi,error_message,path_nodes,span_count,gnpy_request_json,gnpy_result_json,gnpy_spectrum_json,opticommpy_request_json,opticommpy_result_json,lstm_request_json,lstm_result_json,lstm_forecast_csv,lstm_model_path,eye_diagram_png,constellation_png,psd_png,notes,metrics_json
iter-2-scenario-2242,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101011,6,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.682,31.11,-38.66,6.682,,31.11,,-38.66,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2242_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2242_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2242_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 6, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '11101011', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.83, 'gsnr_signal_bw_db': 6.82}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.13, 'gsnr_signal_bw_db': 6.11}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.4, 'gsnr_signal_bw_db': 6.39}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 7.02, 'gsnr_signal_bw_db': 7.0}, {'channel_number': 7.0, 'frequency_thz': 194.225, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.74, 'gsnr_signal_bw_db': 6.73}, {'channel_number': 8.0, 'frequency_thz': 194.2625, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 7.06, 'gsnr_signal_bw_db': 7.04}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'gsnr_signal_bw_db': 6.682, 'ase_signal_bw_dbm': -38.66}"
iter-2-scenario-2243,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101011,6,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.663,31.32,-38.87,6.663,,31.32,,-38.87,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2243_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2243_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2243_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 6, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '11101011', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.81, 'gsnr_signal_bw_db': 6.8}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.11, 'gsnr_signal_bw_db': 6.1}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.38, 'gsnr_signal_bw_db': 6.37}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 7.0, 'gsnr_signal_bw_db': 6.98}, {'channel_number': 7.0, 'frequency_thz': 194.225, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.72, 'gsnr_signal_bw_db': 6.71}, {'channel_number': 8.0, 'frequency_thz': 194.2625, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 7.04, 'gsnr_signal_bw_db': 7.02}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'gsnr_signal_bw_db': 6.663, 'ase_signal_bw_dbm': -38.87}"
iter-2-scenario-2244,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101011,6,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.638,31.51,-39.06,6.638,,31.51,,-39.06,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2244_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2244_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2244_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 6, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '11101011', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.79, 'gsnr_signal_bw_db': 6.77}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.08, 'gsnr_signal_bw_db': 6.07}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.36, 'gsnr_signal_bw_db': 6.34}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.97, 'gsnr_signal_bw_db': 6.96}, {'channel_number': 7.0, 'frequency_thz': 194.225, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.7, 'gsnr_signal_bw_db': 6.69}, {'channel_number': 8.0, 'frequency_thz': 194.2625, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 7.02, 'gsnr_signal_bw_db': 7.0}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'gsnr_signal_bw_db': 6.638, 'ase_signal_bw_dbm': -39.06}"
iter-2-scenario-2245,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101100,5,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.714,31.11,-38.66,6.714,,31.11,,-38.66,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2245_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2245_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2245_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 5, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '11101100', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.96, 'gsnr_signal_bw_db': 6.94}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.24, 'gsnr_signal_bw_db': 6.23}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.52, 'gsnr_signal_bw_db': 6.51}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.79, 'gsnr_signal_bw_db': 6.77}, {'channel_number': 6.0, 'frequency_thz': 194.1875, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 7.14, 'gsnr_signal_bw_db': 7.12}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'gsnr_signal_bw_db': 6.714, 'ase_signal_bw_dbm': -38.66}"
iter-2-scenario-2246,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101100,5,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.694,31.32,-38.87,6.694,,31.32,,-38.87,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2246_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2246_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2246_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 5, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '11101100', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.94, 'gsnr_signal_bw_db': 6.92}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.22, 'gsnr_signal_bw_db': 6.21}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.5, 'gsnr_signal_bw_db': 6.49}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.77, 'gsnr_signal_bw_db': 6.75}, {'channel_number': 6.0, 'frequency_thz': 194.1875, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 7.12, 'gsnr_signal_bw_db': 7.1}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'gsnr_signal_bw_db': 6.694, 'ase_signal_bw_dbm': -38.87}"
iter-2-scenario-2247,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101100,5,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.67,31.51,-39.06,6.67,,31.51,,-39.06,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2247_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2247_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2247_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 5, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '11101100', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.91, 'gsnr_signal_bw_db': 6.9}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.2, 'gsnr_signal_bw_db': 6.18}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.48, 'gsnr_signal_bw_db': 6.46}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.74, 'gsnr_signal_bw_db': 6.73}, {'channel_number': 6.0, 'frequency_thz': 194.1875, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 7.1, 'gsnr_signal_bw_db': 7.08}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'gsnr_signal_bw_db': 6.67, 'ase_signal_bw_dbm': -39.06}"
iter-2-scenario-2248,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101101,6,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.64,31.11,-38.66,6.64,,31.11,,-38.66,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2248_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2248_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2248_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 6, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '11101101', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.79, 'gsnr_signal_bw_db': 6.78}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.08, 'gsnr_signal_bw_db': 6.07}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.32, 'gsnr_signal_bw_db': 6.3}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.43, 'gsnr_signal_bw_db': 6.41}, {'channel_number': 6.0, 'frequency_thz': 194.1875, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.57, 'gsnr_signal_bw_db': 6.55}, {'channel_number': 8.0, 'frequency_thz': 194.2625, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 7.75, 'gsnr_signal_bw_db': 7.73}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'gsnr_signal_bw_db': 6.64, 'ase_signal_bw_dbm': -38.66}"
iter-2-scenario-2249,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101101,6,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.622,31.32,-38.87,6.622,,31.32,,-38.87,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2249_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2249_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2249_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 6, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '11101101', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.78, 'gsnr_signal_bw_db': 6.76}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.06, 'gsnr_signal_bw_db': 6.05}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.3, 'gsnr_signal_bw_db': 6.28}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.41, 'gsnr_signal_bw_db': 6.4}, {'channel_number': 6.0, 'frequency_thz': 194.1875, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.55, 'gsnr_signal_bw_db': 6.53}, {'channel_number': 8.0, 'frequency_thz': 194.2625, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 7.73, 'gsnr_signal_bw_db': 7.71}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'gsnr_signal_bw_db': 6.622, 'ase_signal_bw_dbm': -38.87}"
iter-2-scenario-2250,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101101,6,-4.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.598,31.51,-39.06,6.598,,31.51,,-39.06,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2250_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2250_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2250_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 6, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -4.5, 'transmitter_type': 'voyager', 'channel_pattern': '11101101', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.75, 'gsnr_signal_bw_db': 6.74}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.04, 'gsnr_signal_bw_db': 6.02}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.27, 'gsnr_signal_bw_db': 6.26}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.39, 'gsnr_signal_bw_db': 6.37}, {'channel_number': 6.0, 'frequency_thz': 194.1875, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 6.52, 'gsnr_signal_bw_db': 6.51}, {'channel_number': 8.0, 'frequency_thz': 194.2625, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'snr_nli_signal_bw_db': 7.71, 'gsnr_signal_bw_db': 7.69}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.51, 'gsnr_signal_bw_db': 6.598, 'ase_signal_bw_dbm': -39.06}"
iter-2-scenario-2251,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101110,6,-5.5,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.337,31.11,-38.66,6.337,,31.11,,-38.66,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2251_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2251_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2251_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 6, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -5.5, 'transmitter_type': 'voyager', 'channel_pattern': '11101110', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.77, 'gsnr_signal_bw_db': 6.75}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.05, 'gsnr_signal_bw_db': 6.03}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.27, 'gsnr_signal_bw_db': 6.25}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.26, 'gsnr_signal_bw_db': 6.24}, {'channel_number': 6.0, 'frequency_thz': 194.1875, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.03, 'gsnr_signal_bw_db': 6.02}, {'channel_number': 7.0, 'frequency_thz': 194.225, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'snr_nli_signal_bw_db': 6.74, 'gsnr_signal_bw_db': 6.73}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.11, 'gsnr_signal_bw_db': 6.337, 'ase_signal_bw_dbm': -38.66}"
iter-2-scenario-2252,2,NDFF,bristol,froxfield,,,118.2,voyager,QPSK,32.0,100.0,8,11101110,6,-5.0,gnpy,gnpy,Scenario Expander selected this engine from the task semantics.,real,ok,6.318,31.32,-38.87,6.318,,31.32,,-38.87,,,-7.55,,,,,,,,,,bristol -> bradley stoke -> froxfield,2,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2252_request.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2252_result.json,C:\Users\po19996\Downloads\code\ECOC2026\oopt-gnpy\data\_gnpy_cli_runtime\iter-2-scenario-2252_spectrum.json,,,,,,,,,,Dataset generation for Bristol to Froxfield. Power sweep refined by reflection.,"{'channels_simulated': 6, 'channel_slots': 8, 'spans_simulated': 2, 'launch_power_dbm': -5.0, 'transmitter_type': 'voyager', 'channel_pattern': '11101110', 'channel_details': [{'channel_number': 1.0, 'frequency_thz': 194.0, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.75, 'gsnr_signal_bw_db': 6.73}, {'channel_number': 2.0, 'frequency_thz': 194.0375, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.03, 'gsnr_signal_bw_db': 6.02}, {'channel_number': 3.0, 'frequency_thz': 194.075, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.25, 'gsnr_signal_bw_db': 6.23}, {'channel_number': 5.0, 'frequency_thz': 194.15, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.24, 'gsnr_signal_bw_db': 6.22}, {'channel_number': 6.0, 'frequency_thz': 194.1875, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.01, 'gsnr_signal_bw_db': 6.0}, {'channel_number': 7.0, 'frequency_thz': 194.225, 'channel_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'snr_nli_signal_bw_db': 6.72, 'gsnr_signal_bw_db': 6.71}], 'rx_signal_power_dbm': -7.55, 'osnr_signal_bw_db': 31.32, 'gsnr_signal_bw_db': 6.318, 'ase_signal_bw_dbm': -38.87}"
