time_s,cpe_id,distance_m,irradiance_angle_rad,incidence_angle_rad,in_fov,lambertian_order,h_los,received_optical_power_w,signal_current_a,shot_variance_a2,thermal_variance_a2,snr,ber,per,packet_count,corrupted_packets
1.000084e+00,1,2.269997e+00,4.927010e-01,4.927010e-01,1,1.000000e+00,1.221856e-05,1.221856e-04,6.109279e-05,6.363153e-18,4.887497e-21,5.861033e+08,0.000000e+00,0.000000e+00,1,0
1.000084e+00,2,2.000685e+00,2.616181e-02,2.616181e-02,1,1.000000e+00,2.024913e-05,2.024913e-04,1.012457e-04,1.022307e-17,4.887497e-21,1.002222e+09,0.000000e+00,0.000000e+00,1,0
1.000084e+00,3,2.207756e+00,4.373031e-01,4.373031e-01,1,1.000000e+00,1.365578e-05,1.365578e-04,6.827889e-05,7.053957e-18,4.887497e-21,6.604490e+08,0.000000e+00,0.000000e+00,1,0
1.102484e+00,1,2.294484e+00,5.122259e-01,5.122259e-01,1,1.000000e+00,1.170526e-05,1.170526e-04,5.852629e-05,6.116433e-18,4.887497e-21,5.595731e+08,0.000000e+00,0.000000e+00,26,0
1.102484e+00,2,2.001569e+00,3.959916e-02,3.959916e-02,1,1.000000e+00,2.021337e-05,2.021337e-04,1.010668e-04,1.020588e-17,4.887497e-21,1.000366e+09,0.000000e+00,0.000000e+00,26,0
1.102484e+00,3,2.203496e+00,4.331487e-01,4.331487e-01,1,1.000000e+00,1.376170e-05,1.376170e-04,6.880849e-05,7.104868e-18,4.887497e-21,6.659313e+08,0.000000e+00,0.000000e+00,26,0
1.204884e+00,1,2.319842e+00,5.313427e-01,5.313427e-01,1,1.000000e+00,1.120178e-05,1.120178e-04,5.600890e-05,5.874435e-18,4.887497e-21,5.335643e+08,0.000000e+00,0.000000e+00,51,0
1.204884e+00,2,2.003762e+00,6.128630e-02,6.128630e-02,1,1.000000e+00,2.012503e-05,2.012503e-04,1.006252e-04,1.016342e-17,4.887497e-21,9.957822e+08,0.000000e+00,0.000000e+00,51,0
1.204884e+00,3,2.200419e+00,4.301148e-01,4.301148e-01,1,1.000000e+00,1.383884e-05,1.383884e-04,6.919419e-05,7.141945e-18,4.887497e-21,6.699242e+08,0.000000e+00,0.000000e+00,51,0
1.307284e+00,1,2.338771e+00,5.449564e-01,5.449564e-01,1,1.000000e+00,1.084351e-05,1.084351e-04,5.421756e-05,5.702233e-18,4.887497e-21,5.150661e+08,0.000000e+00,0.000000e+00,76,0
1.307284e+00,2,2.006538e+00,8.074592e-02,8.074592e-02,1,1.000000e+00,2.001390e-05,2.001390e-04,1.000695e-04,1.011001e-17,4.887497e-21,9.900158e+08,0.000000e+00,0.000000e+00,76,0
1.307284e+00,3,2.209629e+00,4.391129e-01,4.391129e-01,1,1.000000e+00,1.360953e-05,1.360953e-04,6.804767e-05,7.031730e-18,4.887497e-21,6.580557e+08,0.000000e+00,0.000000e+00,76,0
1.409684e+00,1,2.352964e+00,5.548268e-01,5.548268e-01,1,1.000000e+00,1.058424e-05,1.058424e-04,5.292121e-05,5.577614e-18,4.887497e-21,5.016846e+08,0.000000e+00,0.000000e+00,101,0
1.409684e+00,2,2.010047e+00,1.000252e-01,1.000252e-01,1,1.000000e+00,1.987450e-05,1.987450e-04,9.937250e-05,1.004300e-17,4.887497e-21,9.827827e+08,0.000000e+00,0.000000e+00,101,0
1.409684e+00,3,2.228645e+00,4.569409e-01,4.569409e-01,1,1.000000e+00,1.315096e-05,1.315096e-04,6.575482e-05,6.811316e-18,4.887497e-21,6.343262e+08,0.000000e+00,0.000000e+00,101,0
1.512084e+00,1,2.367958e+00,5.649609e-01,5.649609e-01,1,1.000000e+00,1.031870e-05,1.031870e-04,5.159350e-05,5.449980e-18,4.887497e-21,4.879842e+08,0.000000e+00,0.000000e+00,126,0
1.512084e+00,2,2.014126e+00,1.185035e-01,1.185035e-01,1,1.000000e+00,1.971400e-05,1.971400e-04,9.856999e-05,9.965858e-18,4.887497e-21,9.744550e+08,0.000000e+00,0.000000e+00,126,0
1.512084e+00,3,2.247230e+00,4.734851e-01,4.734851e-01,1,1.000000e+00,1.272128e-05,1.272128e-04,6.360641e-05,6.604788e-18,4.887497e-21,6.120989e+08,0.000000e+00,0.000000e+00,126,0
1.614484e+00,1,2.382316e+00,5.743989e-01,5.743989e-01,1,1.000000e+00,1.007217e-05,1.007217e-04,5.036087e-05,5.331487e-18,4.887497e-21,4.752698e+08,0.000000e+00,0.000000e+00,151,0
1.614484e+00,2,2.014076e+00,1.182968e-01,1.182968e-01,1,1.000000e+00,1.971594e-05,1.971594e-04,9.857969e-05,9.966790e-18,4.887497e-21,9.745556e+08,0.000000e+00,0.000000e+00,151,0
1.614484e+00,3,2.256157e+00,4.811500e-01,4.811500e-01,1,1.000000e+00,1.252114e-05,1.252114e-04,6.260572e-05,6.508591e-18,4.887497e-21,6.017485e+08,0.000000e+00,0.000000e+00,151,0
1.716884e+00,1,2.397682e+00,5.842266e-01,5.842266e-01,1,1.000000e+00,9.816451e-06,9.816451e-05,4.908225e-05,5.208573e-18,4.887497e-21,4.620862e+08,0.000000e+00,0.000000e+00,176,0
1.716884e+00,2,2.015328e+00,1.234122e-01,1.234122e-01,1,1.000000e+00,1.966700e-05,1.966700e-04,9.833502e-05,9.943270e-18,4.887497e-21,9.720167e+08,0.000000e+00,0.000000e+00,176,0
1.716884e+00,3,2.266205e+00,4.895753e-01,4.895753e-01,1,1.000000e+00,1.230054e-05,1.230054e-04,6.150270e-05,6.402557e-18,4.887497e-21,5.903417e+08,0.000000e+00,0.000000e+00,176,0
1.819284e+00,1,2.408243e+00,5.908257e-01,5.908257e-01,1,1.000000e+00,9.645392e-06,9.645392e-05,4.822696e-05,5.126352e-18,4.887497e-21,4.532705e+08,0.000000e+00,0.000000e+00,201,0
1.819284e+00,2,2.011957e+00,1.090780e-01,1.090780e-01,1,1.000000e+00,1.979912e-05,1.979912e-04,9.899562e-05,1.000677e-17,4.887497e-21,9.788718e+08,0.000000e+00,0.000000e+00,201,0
1.819284e+00,3,2.256524e+00,4.814616e-01,4.814616e-01,1,1.000000e+00,1.251300e-05,1.251300e-04,6.256498e-05,6.504675e-18,4.887497e-21,6.013272e+08,0.000000e+00,0.000000e+00,201,0
1.921684e+00,1,2.417080e+00,5.962546e-01,5.962546e-01,1,1.000000e+00,9.505101e-06,9.505101e-05,4.752551e-05,5.058922e-18,4.887497e-21,4.460425e+08,0.000000e+00,0.000000e+00,226,0
1.921684e+00,2,2.007047e+00,8.382136e-02,8.382136e-02,1,1.000000e+00,1.999361e-05,1.999361e-04,9.996803e-05,1.010025e-17,4.887497e-21,9.889628e+08,0.000000e+00,0.000000e+00,226,0
1.921684e+00,3,2.237901e+00,4.652834e-01,4.652834e-01,1,1.000000e+00,1.293473e-05,1.293473e-04,6.467363e-05,6.707381e-18,4.887497e-21,6.231393e+08,0.000000e+00,0.000000e+00,226,0
2.024084e+00,1,2.419109e+00,5.974893e-01,5.974893e-01,1,1.000000e+00,9.473255e-06,9.473255e-05,4.736627e-05,5.043614e-18,4.887497e-21,4.444019e+08,0.000000e+00,0.000000e+00,251,0
2.024084e+00,2,2.003769e+00,6.134272e-02,6.134272e-02,1,1.000000e+00,2.012475e-05,2.012475e-04,1.006238e-04,1.016329e-17,4.887497e-21,9.957677e+08,0.000000e+00,0.000000e+00,251,0
2.024084e+00,3,2.219179e+00,4.481874e-01,4.481874e-01,1,1.000000e+00,1.337677e-05,1.337677e-04,6.688386e-05,6.919852e-18,4.887497e-21,6.460100e+08,0.000000e+00,0.000000e+00,251,0
2.126484e+00,1,2.396526e+00,5.834966e-01,5.834966e-01,1,1.000000e+00,9.835409e-06,9.835409e-05,4.917704e-05,5.217685e-18,4.887497e-21,4.630633e+08,0.000000e+00,0.000000e+00,276,0
2.126484e+00,2,2.002889e+00,5.371500e-02,5.371500e-02,1,1.000000e+00,2.016015e-05,2.016015e-04,1.008007e-04,1.018030e-17,4.887497e-21,9.976043e+08,0.000000e+00,0.000000e+00,276,0
2.126484e+00,3,2.197800e+00,4.275102e-01,4.275102e-01,1,1.000000e+00,1.390491e-05,1.390491e-04,6.952455e-05,7.173703e-18,4.887497e-21,6.733444e+08,0.000000e+00,0.000000e+00,276,0
2.228884e+00,1,2.374832e+00,5.695110e-01,5.695110e-01,1,1.000000e+00,1.019974e-05,1.019974e-04,5.099872e-05,5.392803e-18,4.887497e-21,4.818485e+08,0.000000e+00,0.000000e+00,301,0
2.228884e+00,2,2.003317e+00,5.755624e-02,5.755624e-02,1,1.000000e+00,2.014290e-05,2.014290e-04,1.007145e-04,1.017201e-17,4.887497e-21,9.967095e+08,0.000000e+00,0.000000e+00,301,0
2.228884e+00,3,2.177415e+00,4.064748e-01,4.064748e-01,1,1.000000e+00,1.443298e-05,1.443298e-04,7.216491e-05,7.427522e-18,4.887497e-21,7.006845e+08,0.000000e+00,0.000000e+00,301,0
2.331284e+00,1,2.389062e+00,5.787469e-01,5.787469e-01,1,1.000000e+00,9.958904e-06,9.958904e-05,4.979452e-05,5.277043e-18,4.887497e-21,4.694295e+08,0.000000e+00,0.000000e+00,326,0
2.331284e+00,2,2.001555e+00,3.942192e-02,3.942192e-02,1,1.000000e+00,2.021393e-05,2.021393e-04,1.010697e-04,1.020615e-17,4.887497e-21,1.000395e+09,0.000000e+00,0.000000e+00,326,0
2.331284e+00,3,2.188592e+00,4.181798e-01,4.181798e-01,1,1.000000e+00,1.414041e-05,1.414041e-04,7.070204e-05,7.286895e-18,4.887497e-21,6.855358e+08,0.000000e+00,0.000000e+00,326,0
2.433684e+00,1,2.413252e+00,5.939128e-01,5.939128e-01,1,1.000000e+00,9.565566e-06,9.565566e-05,4.782783e-05,5.087984e-18,4.887497e-21,4.491575e+08,0.000000e+00,0.000000e+00,351,0
2.433684e+00,2,2.000192e+00,1.384634e-02,1.384634e-02,1,1.000000e+00,2.026910e-05,2.026910e-04,1.013455e-04,1.023267e-17,4.887497e-21,1.003258e+09,0.000000e+00,0.000000e+00,351,0
2.433684e+00,3,2.208723e+00,4.382385e-01,4.382385e-01,1,1.000000e+00,1.363188e-05,1.363188e-04,6.815942e-05,7.042472e-18,4.887497e-21,6.592124e+08,0.000000e+00,0.000000e+00,351,0
2.536084e+00,1,2.428234e+00,6.029897e-01,6.029897e-01,1,1.000000e+00,9.331658e-06,9.331658e-05,4.665829e-05,4.975555e-18,4.887497e-21,4.371089e+08,0.000000e+00,0.000000e+00,376,0
2.536084e+00,2,2.000054e+00,7.325319e-03,7.325319e-03,1,1.000000e+00,2.027470e-05,2.027470e-04,1.013735e-04,1.023536e-17,4.887497e-21,1.003548e+09,0.000000e+00,0.000000e+00,376,0
2.536084e+00,3,2.230144e+00,4.583065e-01,4.583065e-01,1,1.000000e+00,1.311563e-05,1.311563e-04,6.557817e-05,6.794334e-18,4.887497e-21,6.324982e+08,0.000000e+00,0.000000e+00,376,0
2.638484e+00,1,2.425754e+00,6.015035e-01,6.015035e-01,1,1.000000e+00,9.369872e-06,9.369872e-05,4.684936e-05,4.993923e-18,4.887497e-21,4.390770e+08,0.000000e+00,0.000000e+00,401,0
2.638484e+00,2,2.001070e+00,3.270471e-02,3.270471e-02,1,1.000000e+00,2.023354e-05,2.023354e-04,1.011677e-04,1.021558e-17,4.887497e-21,1.001413e+09,0.000000e+00,0.000000e+00,401,0
2.638484e+00,3,2.253063e+00,4.785135e-01,4.785135e-01,1,1.000000e+00,1.259005e-05,1.259005e-04,6.295025e-05,6.541711e-18,4.887497e-21,6.053119e+08,0.000000e+00,0.000000e+00,401,0
2.740884e+00,1,2.424354e+00,6.006612e-01,6.006612e-01,1,1.000000e+00,9.391544e-06,9.391544e-05,4.695772e-05,5.004340e-18,4.887497e-21,4.401931e+08,0.000000e+00,0.000000e+00,426,0
2.740884e+00,2,2.003395e+00,5.822460e-02,5.822460e-02,1,1.000000e+00,2.013978e-05,2.013978e-04,1.006989e-04,1.017051e-17,4.887497e-21,9.965476e+08,0.000000e+00,0.000000e+00,426,0
